1,0 2.913.952 1 2.913.952,0 2.913.952,0 2.913.952 2.913.952 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.437.120 1 2.437.120,0 2.437.120,0 2.437.120 2.437.120 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.906.848 1 2.906.848,0 2.906.848,0 2.906.848 2.906.848 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2,0 3.879.840 1 3.879.840,0 3.879.840,0 3.879.840 3.879.840 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.855.200 1 3.855.200,0 3.855.200,0 3.855.200 3.855.200 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.967.584 1 1.967.584,0 1.967.584,0 1.967.584 1.967.584 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.360.544 1 2.360.544,0 2.360.544,0 2.360.544 2.360.544 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.346.208 1 2.346.208,0 2.346.208,0 2.346.208 2.346.208 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.963.264 1 1.963.264,0 1.963.264,0 1.963.264 1.963.264 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.950.304 1 1.950.304,0 1.950.304,0 1.950.304 1.950.304 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.887.968 1 3.887.968,0 3.887.968,0 3.887.968 3.887.968 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.978.272 1 1.978.272,0 1.978.272,0 1.978.272 1.978.272 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 2.092.480 1 2.092.480,0 2.092.480,0 2.092.480 2.092.480 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.964.672 1 1.964.672,0 1.964.672,0 1.964.672 1.964.672 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 2.057.120 1 2.057.120,0 2.057.120,0 2.057.120 2.057.120 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.968.160 1 1.968.160,0 1.968.160,0 1.968.160 1.968.160 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.879.360 1 3.879.360,0 3.879.360,0 3.879.360 3.879.360 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.965.632 1 1.965.632,0 1.965.632,0 1.965.632 1.965.632 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.966.208 1 1.966.208,0 1.966.208,0 1.966.208 1.966.208 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.912.608 1 2.912.608,0 2.912.608,0 2.912.608 2.912.608 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 2.103.456 1 2.103.456,0 2.103.456,0 2.103.456 2.103.456 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.986.240 1 1.986.240,0 1.986.240,0 1.986.240 1.986.240 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.822.720 1 2.822.720,0 2.822.720,0 2.822.720 2.822.720 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.963.872 1 1.963.872,0 1.963.872,0 1.963.872 1.963.872 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.883.904 1 3.883.904,0 3.883.904,0 3.883.904 3.883.904 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.962.976 1 1.962.976,0 1.962.976,0 1.962.976 1.962.976 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.682.592 1 2.682.592,0 2.682.592,0 2.682.592 2.682.592 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 2.080.832 1 2.080.832,0 2.080.832,0 2.080.832 2.080.832 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 2.349.984 1 2.349.984,0 2.349.984,0 2.349.984 2.349.984 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.974.304 1 1.974.304,0 1.974.304,0 1.974.304 1.974.304 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.961.888 1 1.961.888,0 1.961.888,0 1.961.888 1.961.888 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.975.616 1 1.975.616,0 1.975.616,0 1.975.616 1.975.616 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.913.408 1 2.913.408,0 2.913.408,0 2.913.408 2.913.408 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.870.464 1 3.870.464,0 3.870.464,0 3.870.464 3.870.464 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.963.072 1 1.963.072,0 1.963.072,0 1.963.072 1.963.072 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.443.424 1 2.443.424,0 2.443.424,0 2.443.424 2.443.424 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.921.664 1 2.921.664,0 2.921.664,0 2.921.664 2.921.664 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.978.560 1 1.978.560,0 1.978.560,0 1.978.560 1.978.560 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.974.080 1 1.974.080,0 1.974.080,0 1.974.080 1.974.080 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.352.256 1 2.352.256,0 2.352.256,0 2.352.256 2.352.256 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.984.096 1 1.984.096,0 1.984.096,0 1.984.096 1.984.096 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.970.272 1 1.970.272,0 1.970.272,0 1.970.272 1.970.272 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.973.344 1 1.973.344,0 1.973.344,0 1.973.344 1.973.344 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.468.928 1 2.468.928,0 2.468.928,0 2.468.928 2.468.928 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.968.800 1 1.968.800,0 1.968.800,0 1.968.800 1.968.800 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 2.971.296 1 2.971.296,0 2.971.296,0 2.971.296 2.971.296 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.964.128 1 1.964.128,0 1.964.128,0 1.964.128 1.964.128 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 2.098.016 1 2.098.016,0 2.098.016,0 2.098.016 2.098.016 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.944.992 1 1.944.992,0 1.944.992,0 1.944.992 1.944.992 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 2.079.872 1 2.079.872,0 2.079.872,0 2.079.872 2.079.872 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.975.776 1 1.975.776,0 1.975.776,0 1.975.776 1.975.776 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.967.072 1 1.967.072,0 1.967.072,0 1.967.072 1.967.072 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.354.432 1 2.354.432,0 2.354.432,0 2.354.432 2.354.432 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.971.936 1 1.971.936,0 1.971.936,0 1.971.936 1.971.936 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.918.528 1 2.918.528,0 2.918.528,0 2.918.528 2.918.528 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.915.584 1 2.915.584,0 2.915.584,0 2.915.584 2.915.584 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.966.848 1 1.966.848,0 1.966.848,0 1.966.848 1.966.848 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.978.240 1 1.978.240,0 1.978.240,0 1.978.240 1.978.240 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.906.528 1 2.906.528,0 2.906.528,0 2.906.528 2.906.528 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2,0 3.972.000 1 3.972.000,0 3.972.000,0 3.972.000 3.972.000 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.975.136 1 1.975.136,0 1.975.136,0 1.975.136 1.975.136 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.916.608 1 2.916.608,0 2.916.608,0 2.916.608 2.916.608 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.967.424 1 1.967.424,0 1.967.424,0 1.967.424 1.967.424 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.966.752 1 1.966.752,0 1.966.752,0 1.966.752 1.966.752 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.975.328 1 1.975.328,0 1.975.328,0 1.975.328 1.975.328 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 2.106.784 1 2.106.784,0 2.106.784,0 2.106.784 2.106.784 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.955.712 1 1.955.712,0 1.955.712,0 1.955.712 1.955.712 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.065.760 1 2.065.760,0 2.065.760,0 2.065.760 2.065.760 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.990.592 1 1.990.592,0 1.990.592,0 1.990.592 1.990.592 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 2.076.288 1 2.076.288,0 2.076.288,0 2.076.288 2.076.288 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.970.112 1 1.970.112,0 1.970.112,0 1.970.112 1.970.112 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.886.688 1 2.886.688,0 2.886.688,0 2.886.688 2.886.688 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.957.312 1 1.957.312,0 1.957.312,0 1.957.312 1.957.312 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.872.480 1 3.872.480,0 3.872.480,0 3.872.480 3.872.480 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.968.768 1 1.968.768,0 1.968.768,0 1.968.768 1.968.768 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.857.056 1 3.857.056,0 3.857.056,0 3.857.056 3.857.056 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.951.456 1 1.951.456,0 1.951.456,0 1.951.456 1.951.456 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.872.768 1 3.872.768,0 3.872.768,0 3.872.768 3.872.768 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.930.144 1 1.930.144,0 1.930.144,0 1.930.144 1.930.144 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.885.184 1 3.885.184,0 3.885.184,0 3.885.184 3.885.184 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.000.160 1 2.000.160,0 2.000.160,0 2.000.160 2.000.160 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.964.640 1 1.964.640,0 1.964.640,0 1.964.640 1.964.640 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.963.264 1 1.963.264,0 1.963.264,0 1.963.264 1.963.264 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.976.672 1 1.976.672,0 1.976.672,0 1.976.672 1.976.672 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.533.376 1 2.533.376,0 2.533.376,0 2.533.376 2.533.376 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.509.600 1 2.509.600,0 2.509.600,0 2.509.600 2.509.600 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.890.656 1 3.890.656,0 3.890.656,0 3.890.656 3.890.656 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.971.936 1 1.971.936,0 1.971.936,0 1.971.936 1.971.936 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.916.064 1 2.916.064,0 2.916.064,0 2.916.064 2.916.064 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 2.080.320 1 2.080.320,0 2.080.320,0 2.080.320 2.080.320 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.965.312 1 1.965.312,0 1.965.312,0 1.965.312 1.965.312 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.510.080 1 2.510.080,0 2.510.080,0 2.510.080 2.510.080 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.974.080 1 1.974.080,0 1.974.080,0 1.974.080 1.974.080 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.908.544 1 2.908.544,0 2.908.544,0 2.908.544 2.908.544 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.975.488 1 1.975.488,0 1.975.488,0 1.975.488 1.975.488 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.876.224 1 3.876.224,0 3.876.224,0 3.876.224 3.876.224 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.974.784 1 1.974.784,0 1.974.784,0 1.974.784 1.974.784 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.858.272 1 3.858.272,0 3.858.272,0 3.858.272 3.858.272 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.981.024 1 1.981.024,0 1.981.024,0 1.981.024 1.981.024 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 2.071.296 1 2.071.296,0 2.071.296,0 2.071.296 2.071.296 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.906.688 1 2.906.688,0 2.906.688,0 2.906.688 2.906.688 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.909.472 1 2.909.472,0 2.909.472,0 2.909.472 2.909.472 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.974.944 1 1.974.944,0 1.974.944,0 1.974.944 1.974.944 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2,0 5.370.976 1 5.370.976,0 5.370.976,0 5.370.976 5.370.976 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.965.760 1 1.965.760,0 1.965.760,0 1.965.760 1.965.760 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.988.864 1 1.988.864,0 1.988.864,0 1.988.864 1.988.864 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.972.256 1 1.972.256,0 1.972.256,0 1.972.256 1.972.256 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.871.680 1 3.871.680,0 3.871.680,0 3.871.680 3.871.680 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.915.072 1 2.915.072,0 2.915.072,0 2.915.072 2.915.072 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.969.408 1 1.969.408,0 1.969.408,0 1.969.408 1.969.408 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.956.928 1 1.956.928,0 1.956.928,0 1.956.928 1.956.928 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.133.216 1 2.133.216,0 2.133.216,0 2.133.216 2.133.216 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.987.872 1 1.987.872,0 1.987.872,0 1.987.872 1.987.872 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.767.136 1 3.767.136,0 3.767.136,0 3.767.136 3.767.136 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.889.952 1 3.889.952,0 3.889.952,0 3.889.952 3.889.952 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.959.232 1 1.959.232,0 1.959.232,0 1.959.232 1.959.232 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.863.296 1 3.863.296,0 3.863.296,0 3.863.296 3.863.296 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.949.824 1 1.949.824,0 1.949.824,0 1.949.824 1.949.824 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.537.312 1 3.537.312,0 3.537.312,0 3.537.312 3.537.312 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.952.416 1 1.952.416,0 1.952.416,0 1.952.416 1.952.416 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 2.081.856 1 2.081.856,0 2.081.856,0 2.081.856 2.081.856 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.975.104 1 1.975.104,0 1.975.104,0 1.975.104 1.975.104 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.898.848 1 2.898.848,0 2.898.848,0 2.898.848 2.898.848 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
2,0 3.951.840 1 3.951.840,0 3.951.840,0 3.951.840 3.951.840 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.936.416 1 2.936.416,0 2.936.416,0 2.936.416 2.936.416 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.964.288 1 1.964.288,0 1.964.288,0 1.964.288 1.964.288 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 2.062.560 1 2.062.560,0 2.062.560,0 2.062.560 2.062.560 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.437.184 1 3.437.184,0 3.437.184,0 3.437.184 3.437.184 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.900.864 1 2.900.864,0 2.900.864,0 2.900.864 2.900.864 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.458.016 1 2.458.016,0 2.458.016,0 2.458.016 2.458.016 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.984.992 1 1.984.992,0 1.984.992,0 1.984.992 1.984.992 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.976.256 1 1.976.256,0 1.976.256,0 1.976.256 1.976.256 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.887.744 1 3.887.744,0 3.887.744,0 3.887.744 3.887.744 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.920.928 1 2.920.928,0 2.920.928,0 2.920.928 2.920.928 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.983.520 1 1.983.520,0 1.983.520,0 1.983.520 1.983.520 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.881.440 1 3.881.440,0 3.881.440,0 3.881.440 3.881.440 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.976.736 1 1.976.736,0 1.976.736,0 1.976.736 1.976.736 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 2.067.552 1 2.067.552,0 2.067.552,0 2.067.552 2.067.552 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.970.880 1 1.970.880,0 1.970.880,0 1.970.880 1.970.880 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.884.064 1 3.884.064,0 3.884.064,0 3.884.064 3.884.064 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.969.984 1 1.969.984,0 1.969.984,0 1.969.984 1.969.984 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.896.608 1 3.896.608,0 3.896.608,0 3.896.608 3.896.608 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 2.530.272 1 2.530.272,0 2.530.272,0 2.530.272 2.530.272 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.972.704 1 1.972.704,0 1.972.704,0 1.972.704 1.972.704 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 1.967.232 1 1.967.232,0 1.967.232,0 1.967.232 1.967.232 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
0,0 1.954.752 1 1.954.752,0 1.954.752,0 1.954.752 1.954.752 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
1,0 3.879.936 1 3.879.936,0 3.879.936,0 3.879.936 3.879.936 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
