0,0 546.688 1 546.688,0 546.688,0 546.688 546.688 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 712.288 1 712.288,0 712.288,0 712.288 712.288 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 392.896 1 392.896,0 392.896,0 392.896 392.896 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 718.752 1 718.752,0 718.752,0 718.752 718.752 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 476.704 1 476.704,0 476.704,0 476.704 476.704 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 764.192 1 764.192,0 764.192,0 764.192 764.192 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 400.768 1 400.768,0 400.768,0 400.768 400.768 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 404.192 1 404.192,0 404.192,0 404.192 404.192 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 393.952 1 393.952,0 393.952,0 393.952 393.952 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 399.264 1 399.264,0 399.264,0 399.264 399.264 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 480.448 1 480.448,0 480.448,0 480.448 480.448 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 493.600 1 493.600,0 493.600,0 493.600 493.600 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 743.072 1 743.072,0 743.072,0 743.072 743.072 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 398.976 1 398.976,0 398.976,0 398.976 398.976 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 543.008 1 543.008,0 543.008,0 543.008 543.008 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 414.912 1 414.912,0 414.912,0 414.912 414.912 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 436.832 1 436.832,0 436.832,0 436.832 436.832 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 452.448 1 452.448,0 452.448,0 452.448 452.448 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 392.768 1 392.768,0 392.768,0 392.768 392.768 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 538.688 1 538.688,0 538.688,0 538.688 538.688 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 411.616 1 411.616,0 411.616,0 411.616 411.616 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 688.224 1 688.224,0 688.224,0 688.224 688.224 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 402.240 1 402.240,0 402.240,0 402.240 402.240 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 730.848 1 730.848,0 730.848,0 730.848 730.848 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 400.352 1 400.352,0 400.352,0 400.352 400.352 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 415.744 1 415.744,0 415.744,0 415.744 415.744 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 544.352 1 544.352,0 544.352,0 544.352 544.352 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 543.872 1 543.872,0 543.872,0 543.872 543.872 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 405.568 1 405.568,0 405.568,0 405.568 405.568 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 774.784 1 774.784,0 774.784,0 774.784 774.784 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 402.976 1 402.976,0 402.976,0 402.976 402.976 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 406.240 1 406.240,0 406.240,0 406.240 406.240 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 505.824 1 505.824,0 505.824,0 505.824 505.824 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 725.600 1 725.600,0 725.600,0 725.600 725.600 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 549.920 1 549.920,0 549.920,0 549.920 549.920 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 473.408 1 473.408,0 473.408,0 473.408 473.408 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 380.544 1 380.544,0 380.544,0 380.544 380.544 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 416.608 1 416.608,0 416.608,0 416.608 416.608 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 389.024 1 389.024,0 389.024,0 389.024 389.024 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 494.080 1 494.080,0 494.080,0 494.080 494.080 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 740.832 1 740.832,0 740.832,0 740.832 740.832 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 474.880 1 474.880,0 474.880,0 474.880 474.880 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 722.336 1 722.336,0 722.336,0 722.336 722.336 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 373.472 1 373.472,0 373.472,0 373.472 373.472 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 741.248 1 741.248,0 741.248,0 741.248 741.248 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 412.576 1 412.576,0 412.576,0 412.576 412.576 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 503.328 1 503.328,0 503.328,0 503.328 503.328 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 420.800 1 420.800,0 420.800,0 420.800 420.800 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 534.112 1 534.112,0 534.112,0 534.112 534.112 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 537.984 1 537.984,0 537.984,0 537.984 537.984 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 551.232 1 551.232,0 551.232,0 551.232 551.232 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 401.472 1 401.472,0 401.472,0 401.472 401.472 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 494.048 1 494.048,0 494.048,0 494.048 494.048 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 447.936 1 447.936,0 447.936,0 447.936 447.936 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 534.272 1 534.272,0 534.272,0 534.272 534.272 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 455.680 1 455.680,0 455.680,0 455.680 455.680 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 413.408 1 413.408,0 413.408,0 413.408 413.408 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 470.368 1 470.368,0 470.368,0 470.368 470.368 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 716.192 1 716.192,0 716.192,0 716.192 716.192 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 523.648 1 523.648,0 523.648,0 523.648 523.648 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 484.512 1 484.512,0 484.512,0 484.512 484.512 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 707.904 1 707.904,0 707.904,0 707.904 707.904 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 411.200 1 411.200,0 411.200,0 411.200 411.200 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 453.632 1 453.632,0 453.632,0 453.632 453.632 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 369.536 1 369.536,0 369.536,0 369.536 369.536 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 708.320 1 708.320,0 708.320,0 708.320 708.320 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 402.240 1 402.240,0 402.240,0 402.240 402.240 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 689.888 1 689.888,0 689.888,0 689.888 689.888 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 501.696 1 501.696,0 501.696,0 501.696 501.696 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 459.328 1 459.328,0 459.328,0 459.328 459.328 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 393.088 1 393.088,0 393.088,0 393.088 393.088 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 391.296 1 391.296,0 391.296,0 391.296 391.296 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 742.400 1 742.400,0 742.400,0 742.400 742.400 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 398.848 1 398.848,0 398.848,0 398.848 398.848 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 529.920 1 529.920,0 529.920,0 529.920 529.920 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 510.176 1 510.176,0 510.176,0 510.176 510.176 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 549.664 1 549.664,0 549.664,0 549.664 549.664 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 505.952 1 505.952,0 505.952,0 505.952 505.952 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 416.608 1 416.608,0 416.608,0 416.608 416.608 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 744.992 1 744.992,0 744.992,0 744.992 744.992 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 509.600 1 509.600,0 509.600,0 509.600 509.600 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 492.160 1 492.160,0 492.160,0 492.160 492.160 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 422.592 1 422.592,0 422.592,0 422.592 422.592 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 424.320 1 424.320,0 424.320,0 424.320 424.320 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 427.328 1 427.328,0 427.328,0 427.328 427.328 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 745.600 1 745.600,0 745.600,0 745.600 745.600 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 750.560 1 750.560,0 750.560,0 750.560 750.560 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 385.920 1 385.920,0 385.920,0 385.920 385.920 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 728.416 1 728.416,0 728.416,0 728.416 728.416 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 548.832 1 548.832,0 548.832,0 548.832 548.832 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 774.656 1 774.656,0 774.656,0 774.656 774.656 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 526.752 1 526.752,0 526.752,0 526.752 526.752 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 407.712 1 407.712,0 407.712,0 407.712 407.712 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 548.704 1 548.704,0 548.704,0 548.704 548.704 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 739.520 1 739.520,0 739.520,0 739.520 739.520 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 413.728 1 413.728,0 413.728,0 413.728 413.728 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
0,0 535.072 1 535.072,0 535.072,0 535.072 535.072 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
