24,0 73.659.680 100 736.596,0 883.264,0 564.928 888.640 156.046,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 80.245.184 100 802.451,0 884.704,0 566.304 887.808 137.173,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 72.680.832 100 726.808,0 882.864,0 471.296 887.744 163.980,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 68.943.360 100 689.433,0 577.648,0 468.832 886.496 174.950,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 62.200.768 100 622.007,0 571.888,0 466.784 887.104 162.514,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 88.561.728 100 885.617,0 885.664,0 883.424 888.256 1.014,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 69.962.240 100 699.622,0 583.040,0 471.712 887.872 171.667,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 73.901.728 100 739.017,0 883.856,0 536.256 888.480 156.187,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 72.482.368 100 724.823,0 736.272,0 468.320 888.640 162.414,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 69.713.888 100 697.138,0 578.512,0 466.368 887.168 168.065,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 63.872.448 100 638.724,0 575.760,0 470.656 888.032 165.855,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 73.399.104 100 733.991,0 882.864,0 566.272 887.040 154.883,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 72.729.312 100 727.293,0 744.528,0 540.768 887.392 158.726,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 67.988.032 100 679.880,0 576.496,0 470.560 888.064 152.407,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 82.668.640 100 826.686,0 884.928,0 572.832 887.488 121.429,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 71.568.128 100 715.681,0 598.368,0 471.616 887.104 169.674,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 64.686.752 100 646.867,0 576.528,0 469.216 888.160 166.522,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 68.760.576 100 687.605,0 577.152,0 566.656 887.968 149.651,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 64.700.480 100 647.004,0 577.536,0 467.456 887.712 169.628,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 82.117.152 100 821.171,0 885.136,0 572.992 887.904 125.614,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 66.548.704 100 665.487,0 577.472,0 470.304 887.648 146.687,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.644.480 100 676.444,0 577.312,0 468.448 887.712 175.500,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 88.567.392 100 885.673,0 885.584,0 883.168 887.712 1.035,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 88.566.016 100 885.660,0 885.776,0 878.048 888.224 1.300,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 88.553.440 100 885.534,0 885.536,0 883.200 888.224 896,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 72.378.752 100 723.787,0 669.696,0 460.416 887.232 160.808,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 88.259.040 100 882.590,0 885.168,0 576.480 928.608 31.236,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 62.375.072 100 623.750,0 575.568,0 467.328 887.552 165.625,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 64.385.600 100 643.856,0 576.816,0 467.456 887.008 171.999,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 70.282.272 100 702.822,0 583.040,0 467.552 887.680 173.923,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 71.496.064 100 714.960,0 586.576,0 467.520 887.520 166.202,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 82.281.152 100 822.811,0 884.864,0 567.808 887.328 123.864,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 81.137.504 100 811.375,0 884.864,0 568.832 887.616 132.273,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 85.952.320 100 859.523,0 885.728,0 572.000 887.840 84.655,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.992.352 100 449.923,0 449.744,0 447.136 453.920 1.306,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 66.198.976 100 661.989,0 579.072,0 467.008 887.360 173.120,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 73.210.208 100 732.102,0 882.512,0 531.680 887.392 157.553,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.992.768 100 449.927,0 449.920,0 447.808 452.768 1.034,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 72.138.208 100 721.382,0 722.016,0 466.848 886.976 165.722,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 65.901.984 100 659.019,0 577.088,0 471.936 888.064 168.704,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 68.913.280 100 689.132,0 579.600,0 530.688 888.608 158.995,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 70.524.800 100 705.248,0 580.224,0 480.000 888.160 161.915,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 63.685.536 100 636.855,0 556.016,0 472.352 887.392 170.444,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 62.959.424 100 629.594,0 572.912,0 467.104 886.816 157.703,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 88.561.504 100 885.615,0 885.648,0 883.104 888.608 1.075,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 68.100.448 100 681.004,0 577.440,0 568.096 887.808 147.381,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 76.767.424 100 767.674,0 664.624,0 662.368 888.288 111.051,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 45.011.104 100 450.111,0 449.824,0 447.840 454.272 1.365,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 64.697.664 100 646.976,0 576.240,0 469.216 887.584 170.732,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 64.430.976 100 644.309,0 578.016,0 470.176 887.104 164.793,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 50.763.424 100 507.634,0 475.488,0 467.040 577.440 42.094,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 88.541.760 100 885.417,0 885.408,0 883.680 887.872 859,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 65.470.528 100 654.705,0 576.000,0 466.464 887.264 171.322,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 57.240.640 100 572.406,0 479.376,0 448.480 888.576 158.410,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 79.995.904 100 799.959,0 885.200,0 569.632 887.392 138.090,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 71.550.496 100 715.505,0 584.272,0 531.936 887.200 164.367,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 64.067.744 100 640.677,0 572.080,0 532.416 887.744 146.670,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 88.565.984 100 885.659,0 885.504,0 883.072 888.576 983,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 77.649.984 100 776.499,0 884.384,0 566.016 887.776 148.814,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 69.466.240 100 694.662,0 580.976,0 467.648 888.480 172.023,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 68.463.008 100 684.630,0 575.568,0 545.856 887.072 154.658,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.209.152 100 672.091,0 574.976,0 466.976 887.360 169.881,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 68.501.632 100 685.016,0 577.328,0 467.968 886.720 174.912,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 71.625.696 100 716.257,0 585.696,0 467.456 887.712 165.360,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 62.868.288 100 628.682,0 575.888,0 467.968 887.744 166.538,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 65.586.592 100 655.865,0 575.776,0 467.680 887.872 170.035,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 80.896.352 100 808.963,0 884.784,0 568.864 888.384 132.743,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 44.571.776 100 445.717,0 445.632,0 444.032 448.544 904,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 76.995.392 100 769.953,0 884.560,0 529.888 887.360 151.545,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 63.271.520 100 632.715,0 576.048,0 467.808 886.432 164.307,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 79.495.872 100 794.958,0 884.752,0 548.928 887.872 146.327,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 69.375.360 100 693.753,0 580.768,0 469.440 886.912 170.898,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.281.312 100 672.813,0 577.056,0 469.056 887.392 173.105,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 77.244.160 100 772.441,0 884.432,0 567.616 887.808 149.320,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 88.535.328 100 885.353,0 885.280,0 883.456 887.776 952,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 65.375.296 100 653.753,0 572.992,0 530.400 887.840 145.969,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 68.491.392 100 684.913,0 580.400,0 469.312 888.352 167.476,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 63.662.752 100 636.627,0 576.000,0 467.168 887.584 165.674,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 67.599.296 100 675.993,0 579.040,0 468.800 887.264 168.201,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.119.168 100 671.191,0 575.344,0 469.216 888.128 168.986,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 80.358.720 100 803.587,0 884.992,0 573.248 888.352 135.412,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 64.482.656 100 644.826,0 576.016,0 468.800 888.096 166.295,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 66.568.480 100 665.684,0 577.888,0 467.904 887.648 157.966,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 84.198.880 100 841.988,0 885.088,0 571.360 887.712 107.501,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.827.744 100 678.277,0 578.304,0 466.944 887.072 173.210,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 63.472.128 100 634.721,0 576.800,0 469.408 886.880 154.774,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 77.431.488 100 774.314,0 884.640,0 567.936 888.192 148.840,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.158.784 100 671.587,0 578.944,0 530.144 887.712 148.493,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 65.492.832 100 654.928,0 577.360,0 466.528 887.680 170.975,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 61.987.360 100 619.873,0 576.128,0 467.872 886.880 160.166,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 53.214.912 100 532.149,0 554.400,0 468.672 564.960 36.625,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 49.146.784 100 491.467,0 476.592,0 468.352 541.600 27.910,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 45.017.280 100 450.172,0 450.096,0 448.224 453.216 1.062,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 66.603.264 100 666.032,0 577.968,0 530.880 887.456 150.998,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 68.751.296 100 687.513,0 578.320,0 535.488 887.680 152.901,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
21,0 62.457.504 100 624.575,0 663.328,0 567.616 665.152 44.135,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 72.397.472 100 723.974,0 586.976,0 530.080 887.264 155.847,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 46.583.552 100 465.835,0 471.856,0 445.568 479.872 10.872,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 48.473.280 100 484.732,0 473.264,0 459.872 560.544 28.464,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.993.632 100 449.936,0 449.808,0 447.968 452.832 1.008,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 45.201.920 100 452.019,0 451.856,0 449.952 454.656 1.100,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 45.791.296 100 457.913,0 450.544,0 444.736 478.048 11.185,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.428.576 100 444.285,0 444.224,0 442.464 446.656 826,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 62.605.760 100 626.057,0 573.984,0 467.136 888.032 162.590,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.223.776 100 672.237,0 577.248,0 467.200 888.256 171.503,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 72.180.896 100 721.809,0 585.856,0 513.920 888.000 158.019,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.976.768 100 449.767,0 449.712,0 446.912 452.160 998,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.986.304 100 449.863,0 449.792,0 448.224 452.032 809,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 56.447.616 100 564.476,0 479.360,0 467.328 664.608 95.487,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 45.006.688 100 450.066,0 449.792,0 447.616 453.792 1.216,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 44.994.336 100 449.943,0 449.984,0 447.680 453.184 1.164,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.993.536 100 449.935,0 449.776,0 448.256 452.800 932,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 45.177.824 100 451.778,0 451.664,0 448.992 456.608 1.181,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 45.007.328 100 450.073,0 449.984,0 448.416 453.344 980,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 58.311.584 100 583.115,0 481.504,0 466.848 888.928 158.247,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
19,0 64.675.744 100 646.757,0 664.000,0 470.272 889.280 155.623,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.995.360 100 449.953,0 449.872,0 447.968 452.352 918,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 50.515.648 100 505.156,0 476.032,0 468.064 582.080 44.680,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 48.827.296 100 488.273,0 473.600,0 445.664 560.928 31.717,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.974.656 100 449.746,0 449.680,0 447.680 452.640 945,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 44.521.408 100 445.214,0 445.056,0 443.040 448.480 1.025,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
20,0 45.009.344 100 450.093,0 449.936,0 447.584 453.984 1.304,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 55.032.736 100 550.327,0 572.896,0 467.840 586.176 40.599,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
