14,0 24.340.960 2 12.170.480,0 12.170.480,0 8.489.920 15.851.040 5.205.097,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.115.232 2 8.057.616,0 8.057.616,0 8.053.344 8.061.888 6.041,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.116.000 2 8.058.000,0 8.058.000,0 8.057.632 8.058.368 520,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 27.011.264 2 13.505.632,0 13.505.632,0 10.553.056 16.458.208 4.175.573,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 31.715.264 2 15.857.632,0 15.857.632,0 15.852.480 15.862.784 7.286,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.105.056 2 8.052.528,0 8.052.528,0 8.048.512 8.056.544 5.679,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.105.504 2 8.052.752,0 8.052.752,0 8.051.968 8.053.536 1.108,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.920.736 2 7.960.368,0 7.960.368,0 7.958.752 7.961.984 2.285,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 15.927.488 2 7.963.744,0 7.963.744,0 7.962.144 7.965.344 2.262,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 25.111.200 2 12.555.600,0 12.555.600,0 8.644.448 16.466.752 5.531.204,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.124.096 2 8.062.048,0 8.062.048,0 8.060.192 8.063.904 2.624,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.928.416 2 7.964.208,0 7.964.208,0 7.963.168 7.965.248 1.470,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 30.329.952 2 15.164.976,0 15.164.976,0 14.473.920 15.856.032 977.300,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.910.944 2 7.955.472,0 7.955.472,0 7.954.880 7.956.064 837,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 15.911.936 2 7.955.968,0 7.955.968,0 7.955.424 7.956.512 769,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
17,0 40.055.744 2 20.027.872,0 20.027.872,0 19.975.136 20.080.608 74.580,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.940.352 2 7.970.176,0 7.970.176,0 7.963.680 7.976.672 9.186,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.919.392 2 7.959.696,0 7.959.696,0 7.956.128 7.963.264 5.045,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
12,0 21.010.336 2 10.505.168,0 10.505.168,0 10.317.792 10.692.544 264.989,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 16.117.568 2 8.058.784,0 8.058.784,0 8.056.448 8.061.120 3.303,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 16.156.608 2 8.078.304,0 8.078.304,0 8.069.664 8.086.944 12.218,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
17,0 34.970.432 2 17.485.216,0 17.485.216,0 16.675.072 18.295.360 1.145.716,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.135.744 2 8.067.872,0 8.067.872,0 8.062.816 8.072.928 7.150,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 31.716.864 2 15.858.432,0 15.858.432,0 15.853.248 15.863.616 7.331,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
12,0 15.897.568 2 7.948.784,0 7.948.784,0 7.947.104 7.950.464 2.375,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.119.040 2 8.059.520,0 8.059.520,0 8.058.560 8.060.480 1.357,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.710.464 2 15.855.232,0 15.855.232,0 15.850.688 15.859.776 6.426,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.897.952 2 7.948.976,0 7.948.976,0 7.946.432 7.951.520 3.597,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 29.768.672 2 14.884.336,0 14.884.336,0 13.913.472 15.855.200 1.373.009,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 16.103.136 2 8.051.568,0 8.051.568,0 8.051.392 8.051.744 248,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 16.115.232 2 8.057.616,0 8.057.616,0 8.057.056 8.058.176 792,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
18,0 40.011.168 2 20.005.584,0 20.005.584,0 15.858.304 24.152.864 5.865.139,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 31.708.736 2 15.854.368,0 15.854.368,0 15.852.736 15.856.000 2.308,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.112.480 2 8.056.240,0 8.056.240,0 8.055.744 8.056.736 701,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.118.144 2 8.059.072,0 8.059.072,0 8.056.672 8.061.472 3.394,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 34.005.408 2 17.002.704,0 17.002.704,0 16.959.872 17.045.536 60.573,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 15.909.216 2 7.954.608,0 7.954.608,0 7.954.304 7.954.912 429,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 33.155.808 2 16.577.904,0 16.577.904,0 13.269.408 19.886.400 4.678.919,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 15.891.040 2 7.945.520,0 7.945.520,0 7.944.960 7.946.080 792,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.718.592 2 15.859.296,0 15.859.296,0 15.857.728 15.860.864 2.217,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 15.910.656 2 7.955.328,0 7.955.328,0 7.954.688 7.955.968 905,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
17,0 27.832.320 2 13.916.160,0 13.916.160,0 11.474.816 16.357.504 3.452.581,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.907.776 2 7.953.888,0 7.953.888,0 7.953.472 7.954.304 588,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.900.768 2 7.950.384,0 7.950.384,0 7.949.120 7.951.648 1.787,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.116.224 2 8.058.112,0 8.058.112,0 8.055.680 8.060.544 3.439,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.138.112 2 8.069.056,0 8.069.056,0 8.068.960 8.069.152 135,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.960.288 2 7.980.144,0 7.980.144,0 7.953.408 8.006.880 37.810,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.115.456 2 8.057.728,0 8.057.728,0 8.056.448 8.059.008 1.810,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
18,0 41.534.912 2 20.767.456,0 20.767.456,0 15.859.040 25.675.872 6.941.548,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 15.908.000 2 7.954.000,0 7.954.000,0 7.952.928 7.955.072 1.516,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.906.080 2 7.953.040,0 7.953.040,0 7.950.240 7.955.840 3.959,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.711.136 2 15.855.568,0 15.855.568,0 15.853.760 15.857.376 2.556,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 16.114.336 2 8.057.168,0 8.057.168,0 8.056.448 8.057.888 1.018,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 16.105.728 2 8.052.864,0 8.052.864,0 8.048.000 8.057.728 6.878,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 16.133.984 2 8.066.992,0 8.066.992,0 8.066.560 8.067.424 610,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.131.968 2 8.065.984,0 8.065.984,0 8.062.912 8.069.056 4.344,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
18,0 47.091.168 2 23.545.584,0 23.545.584,0 21.828.864 25.262.304 2.427.808,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.900.992 2 7.950.496,0 7.950.496,0 7.948.736 7.952.256 2.489,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
15,0 31.711.552 2 15.855.776,0 15.855.776,0 15.853.120 15.858.432 3.756,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
10,0 16.508.480 2 8.254.240,0 8.254.240,0 8.046.720 8.461.760 293.477,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
11,0 16.126.400 2 8.063.200,0 8.063.200,0 8.062.112 8.064.288 1.538,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.921.408 2 7.960.704,0 7.960.704,0 7.960.192 7.961.216 724,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.136.960 2 8.068.480,0 8.068.480,0 8.064.768 8.072.192 5.249,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 17.385.344 2 8.692.672,0 8.692.672,0 8.493.216 8.892.128 282.073,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
13,0 23.796.064 2 11.898.032,0 11.898.032,0 7.937.888 15.858.176 5.600.489,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.913.440 2 7.956.720,0 7.956.720,0 7.955.968 7.957.472 1.063,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 31.707.104 2 15.853.552,0 15.853.552,0 15.849.184 15.857.920 6.177,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.124.704 2 8.062.352,0 8.062.352,0 8.061.312 8.063.392 1.470,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
12,0 15.914.080 2 7.957.040,0 7.957.040,0 7.951.712 7.962.368 7.534,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
18,0 30.657.376 2 15.328.688,0 15.328.688,0 14.316.576 16.340.800 1.431.342,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.920.128 2 7.960.064,0 7.960.064,0 7.958.560 7.961.568 2.127,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 23.776.864 2 11.888.432,0 11.888.432,0 11.888.096 11.888.768 475,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.122.848 2 8.061.424,0 8.061.424,0 8.056.416 8.066.432 7.082,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 31.726.016 2 15.863.008,0 15.863.008,0 15.862.336 15.863.680 950,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.129.472 2 8.064.736,0 8.064.736,0 8.061.376 8.068.096 4.751,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 31.723.232 2 15.861.616,0 15.861.616,0 15.858.336 15.864.896 4.638,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.125.184 2 8.062.592,0 8.062.592,0 8.061.184 8.064.000 1.991,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 15.916.864 2 7.958.432,0 7.958.432,0 7.954.560 7.962.304 5.475,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
16,0 29.806.176 2 14.903.088,0 14.903.088,0 13.425.824 16.380.352 2.089.166,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
14,0 16.144.800 2 8.072.400,0 8.072.400,0 8.070.144 8.074.656 3.190,0 CUDA_KERNEL srad_cuda_1(float *, float *, float *, float *, float *, float *, int, int, float)
