4,0 493.568 1 493.568,0 493.568,0 493.568 493.568 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 413.760 1 413.760,0 413.760,0 413.760 413.760 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 412.576 1 412.576,0 412.576,0 412.576 412.576 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 418.016 1 418.016,0 418.016,0 418.016 418.016 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 416.512 1 416.512,0 416.512,0 416.512 416.512 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 416.736 1 416.736,0 416.736,0 416.736 416.736 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 416.928 1 416.928,0 416.928,0 416.928 416.928 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 415.872 1 415.872,0 415.872,0 415.872 415.872 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 773.536 1 773.536,0 773.536,0 773.536 773.536 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 505.728 1 505.728,0 505.728,0 505.728 505.728 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 781.184 1 781.184,0 781.184,0 781.184 781.184 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 416.000 1 416.000,0 416.000,0 416.000 416.000 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 490.752 1 490.752,0 490.752,0 490.752 490.752 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 419.232 1 419.232,0 419.232,0 419.232 419.232 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 415.744 1 415.744,0 415.744,0 415.744 415.744 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 550.784 1 550.784,0 550.784,0 550.784 550.784 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 553.568 1 553.568,0 553.568,0 553.568 553.568 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 464.992 1 464.992,0 464.992,0 464.992 464.992 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 770.752 1 770.752,0 770.752,0 770.752 770.752 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 783.968 1 783.968,0 783.968,0 783.968 783.968 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 420.256 1 420.256,0 420.256,0 420.256 420.256 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 416.128 1 416.128,0 416.128,0 416.128 416.128 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 420.320 1 420.320,0 420.320,0 420.320 420.320 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 421.920 1 421.920,0 421.920,0 421.920 421.920 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 776.128 1 776.128,0 776.128,0 776.128 776.128 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 418.432 1 418.432,0 418.432,0 418.432 418.432 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 420.576 1 420.576,0 420.576,0 420.576 420.576 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 479.616 1 479.616,0 479.616,0 479.616 479.616 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 559.264 1 559.264,0 559.264,0 559.264 559.264 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 418.272 1 418.272,0 418.272,0 418.272 418.272 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 420.896 1 420.896,0 420.896,0 420.896 420.896 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 505.024 1 505.024,0 505.024,0 505.024 505.024 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 413.632 1 413.632,0 413.632,0 413.632 413.632 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 556.928 1 556.928,0 556.928,0 556.928 556.928 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 415.168 1 415.168,0 415.168,0 415.168 415.168 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 412.000 1 412.000,0 412.000,0 412.000 412.000 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 418.816 1 418.816,0 418.816,0 418.816 418.816 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 467.040 1 467.040,0 467.040,0 467.040 467.040 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 437.760 1 437.760,0 437.760,0 437.760 437.760 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 411.712 1 411.712,0 411.712,0 411.712 411.712 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 413.888 1 413.888,0 413.888,0 413.888 413.888 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 421.184 1 421.184,0 421.184,0 421.184 421.184 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 491.040 1 491.040,0 491.040,0 491.040 491.040 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 412.704 1 412.704,0 412.704,0 412.704 412.704 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 412.288 1 412.288,0 412.288,0 412.288 412.288 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 414.496 1 414.496,0 414.496,0 414.496 414.496 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 417.248 1 417.248,0 417.248,0 417.248 417.248 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 472.128 1 472.128,0 472.128,0 472.128 472.128 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 509.248 1 509.248,0 509.248,0 509.248 509.248 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 417.312 1 417.312,0 417.312,0 417.312 417.312 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 471.360 1 471.360,0 471.360,0 471.360 471.360 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 515.808 1 515.808,0 515.808,0 515.808 515.808 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
1,0 772.128 1 772.128,0 772.128,0 772.128 772.128 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 550.112 1 550.112,0 550.112,0 550.112 550.112 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 420.672 1 420.672,0 420.672,0 420.672 420.672 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 413.856 1 413.856,0 413.856,0 413.856 413.856 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 549.920 1 549.920,0 549.920,0 549.920 549.920 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 487.744 1 487.744,0 487.744,0 487.744 487.744 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 415.456 1 415.456,0 415.456,0 415.456 415.456 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 487.328 1 487.328,0 487.328,0 487.328 487.328 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 420.224 1 420.224,0 420.224,0 420.224 420.224 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 416.352 1 416.352,0 416.352,0 416.352 416.352 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 416.736 1 416.736,0 416.736,0 416.736 416.736 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 557.152 1 557.152,0 557.152,0 557.152 557.152 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 777.856 1 777.856,0 777.856,0 777.856 777.856 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 781.856 1 781.856,0 781.856,0 781.856 781.856 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 421.184 1 421.184,0 421.184,0 421.184 421.184 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 416.768 1 416.768,0 416.768,0 416.768 416.768 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 416.832 1 416.832,0 416.832,0 416.832 416.832 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 782.016 1 782.016,0 782.016,0 782.016 782.016 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 498.336 1 498.336,0 498.336,0 498.336 498.336 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
1,0 555.296 1 555.296,0 555.296,0 555.296 555.296 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 420.192 1 420.192,0 420.192,0 420.192 420.192 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 773.632 1 773.632,0 773.632,0 773.632 773.632 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 553.952 1 553.952,0 553.952,0 553.952 553.952 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 771.936 1 771.936,0 771.936,0 771.936 771.936 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 411.424 1 411.424,0 411.424,0 411.424 411.424 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 489.216 1 489.216,0 489.216,0 489.216 489.216 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 789.248 1 789.248,0 789.248,0 789.248 789.248 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 413.568 1 413.568,0 413.568,0 413.568 413.568 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 560.096 1 560.096,0 560.096,0 560.096 560.096 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
1,0 582.272 1 582.272,0 582.272,0 582.272 582.272 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 417.472 1 417.472,0 417.472,0 417.472 417.472 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 422.016 1 422.016,0 422.016,0 422.016 422.016 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 468.736 1 468.736,0 468.736,0 468.736 468.736 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 712.416 1 712.416,0 712.416,0 712.416 712.416 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 413.184 1 413.184,0 413.184,0 413.184 413.184 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 415.552 1 415.552,0 415.552,0 415.552 415.552 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 562.080 1 562.080,0 562.080,0 562.080 562.080 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 413.696 1 413.696,0 413.696,0 413.696 413.696 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 411.520 1 411.520,0 411.520,0 411.520 411.520 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 417.888 1 417.888,0 417.888,0 417.888 417.888 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 417.792 1 417.792,0 417.792,0 417.792 417.792 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 774.112 1 774.112,0 774.112,0 774.112 774.112 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 409.632 1 409.632,0 409.632,0 409.632 409.632 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 791.584 1 791.584,0 791.584,0 791.584 791.584 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 779.808 1 779.808,0 779.808,0 779.808 779.808 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 415.360 1 415.360,0 415.360,0 415.360 415.360 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 558.848 1 558.848,0 558.848,0 558.848 558.848 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 410.464 1 410.464,0 410.464,0 410.464 410.464 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 412.704 1 412.704,0 412.704,0 412.704 412.704 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 413.920 1 413.920,0 413.920,0 413.920 413.920 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 552.928 1 552.928,0 552.928,0 552.928 552.928 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 548.480 1 548.480,0 548.480,0 548.480 548.480 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 418.080 1 418.080,0 418.080,0 418.080 418.080 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 415.200 1 415.200,0 415.200,0 415.200 415.200 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 416.736 1 416.736,0 416.736,0 416.736 416.736 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 419.456 1 419.456,0 419.456,0 419.456 419.456 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 550.048 1 550.048,0 550.048,0 550.048 550.048 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 785.216 1 785.216,0 785.216,0 785.216 785.216 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 461.280 1 461.280,0 461.280,0 461.280 461.280 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 419.488 1 419.488,0 419.488,0 419.488 419.488 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 556.608 1 556.608,0 556.608,0 556.608 556.608 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 514.976 1 514.976,0 514.976,0 514.976 514.976 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 775.520 1 775.520,0 775.520,0 775.520 775.520 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 417.952 1 417.952,0 417.952,0 417.952 417.952 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 414.656 1 414.656,0 414.656,0 414.656 414.656 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
