4,0 811.872 1 811.872,0 811.872,0 811.872 811.872 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 570.464 1 570.464,0 570.464,0 570.464 570.464 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 802.208 1 802.208,0 802.208,0 802.208 802.208 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 801.984 1 801.984,0 801.984,0 801.984 801.984 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 515.616 1 515.616,0 515.616,0 515.616 515.616 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 507.328 1 507.328,0 507.328,0 507.328 507.328 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 430.112 1 430.112,0 430.112,0 430.112 430.112 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 429.408 1 429.408,0 429.408,0 429.408 429.408 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 411.424 1 411.424,0 411.424,0 411.424 411.424 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
6,0 436.992 1 436.992,0 436.992,0 436.992 436.992 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 435.872 1 435.872,0 435.872,0 435.872 435.872 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
6,0 500.832 1 500.832,0 500.832,0 500.832 500.832 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 803.040 1 803.040,0 803.040,0 803.040 803.040 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 551.680 1 551.680,0 551.680,0 551.680 551.680 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 574.816 1 574.816,0 574.816,0 574.816 574.816 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 549.440 1 549.440,0 549.440,0 549.440 549.440 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 803.200 1 803.200,0 803.200,0 803.200 803.200 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 571.296 1 571.296,0 571.296,0 571.296 571.296 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
6,0 803.008 1 803.008,0 803.008,0 803.008 803.008 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 639.648 1 639.648,0 639.648,0 639.648 639.648 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
6,0 568.576 1 568.576,0 568.576,0 568.576 568.576 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 804.928 1 804.928,0 804.928,0 804.928 804.928 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 799.072 1 799.072,0 799.072,0 799.072 799.072 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 427.968 1 427.968,0 427.968,0 427.968 427.968 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 431.008 1 431.008,0 431.008,0 431.008 431.008 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 806.016 1 806.016,0 806.016,0 806.016 806.016 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 803.552 1 803.552,0 803.552,0 803.552 803.552 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 428.192 1 428.192,0 428.192,0 428.192 428.192 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 802.048 1 802.048,0 802.048,0 802.048 802.048 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 556.736 1 556.736,0 556.736,0 556.736 556.736 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 800.736 1 800.736,0 800.736,0 800.736 800.736 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 776.992 1 776.992,0 776.992,0 776.992 776.992 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 425.920 1 425.920,0 425.920,0 425.920 425.920 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 435.584 1 435.584,0 435.584,0 435.584 435.584 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 573.536 1 573.536,0 573.536,0 573.536 573.536 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 561.760 1 561.760,0 561.760,0 561.760 561.760 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 438.944 1 438.944,0 438.944,0 438.944 438.944 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 568.672 1 568.672,0 568.672,0 568.672 568.672 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 455.872 1 455.872,0 455.872,0 455.872 455.872 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 453.920 1 453.920,0 453.920,0 453.920 453.920 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 446.112 1 446.112,0 446.112,0 446.112 446.112 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 432.416 1 432.416,0 432.416,0 432.416 432.416 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 805.728 1 805.728,0 805.728,0 805.728 805.728 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 452.032 1 452.032,0 452.032,0 452.032 452.032 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 570.336 1 570.336,0 570.336,0 570.336 570.336 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 571.200 1 571.200,0 571.200,0 571.200 571.200 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 432.416 1 432.416,0 432.416,0 432.416 432.416 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 810.464 1 810.464,0 810.464,0 810.464 810.464 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 664.128 1 664.128,0 664.128,0 664.128 664.128 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 568.736 1 568.736,0 568.736,0 568.736 568.736 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 500.128 1 500.128,0 500.128,0 500.128 500.128 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 434.688 1 434.688,0 434.688,0 434.688 434.688 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
6,0 438.816 1 438.816,0 438.816,0 438.816 438.816 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 421.248 1 421.248,0 421.248,0 421.248 421.248 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 430.880 1 430.880,0 430.880,0 430.880 430.880 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 798.912 1 798.912,0 798.912,0 798.912 798.912 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 453.792 1 453.792,0 453.792,0 453.792 453.792 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 803.840 1 803.840,0 803.840,0 803.840 803.840 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 807.776 1 807.776,0 807.776,0 807.776 807.776 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 426.208 1 426.208,0 426.208,0 426.208 426.208 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 804.736 1 804.736,0 804.736,0 804.736 804.736 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 797.536 1 797.536,0 797.536,0 797.536 797.536 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 802.912 1 802.912,0 802.912,0 802.912 802.912 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 549.152 1 549.152,0 549.152,0 549.152 549.152 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 438.656 1 438.656,0 438.656,0 438.656 438.656 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 432.384 1 432.384,0 432.384,0 432.384 432.384 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 428.960 1 428.960,0 428.960,0 428.960 428.960 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 434.880 1 434.880,0 434.880,0 434.880 434.880 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 431.360 1 431.360,0 431.360,0 431.360 431.360 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 560.480 1 560.480,0 560.480,0 560.480 560.480 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 565.408 1 565.408,0 565.408,0 565.408 565.408 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 569.088 1 569.088,0 569.088,0 569.088 569.088 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 565.920 1 565.920,0 565.920,0 565.920 565.920 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 814.176 1 814.176,0 814.176,0 814.176 814.176 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 796.832 1 796.832,0 796.832,0 796.832 796.832 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 804.576 1 804.576,0 804.576,0 804.576 804.576 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 544.448 1 544.448,0 544.448,0 544.448 544.448 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 432.896 1 432.896,0 432.896,0 432.896 432.896 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 801.216 1 801.216,0 801.216,0 801.216 801.216 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 797.760 1 797.760,0 797.760,0 797.760 797.760 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 810.432 1 810.432,0 810.432,0 810.432 810.432 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 807.648 1 807.648,0 807.648,0 807.648 807.648 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 561.184 1 561.184,0 561.184,0 561.184 561.184 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 511.968 1 511.968,0 511.968,0 511.968 511.968 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 431.040 1 431.040,0 431.040,0 431.040 431.040 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 721.504 1 721.504,0 721.504,0 721.504 721.504 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 508.544 1 508.544,0 508.544,0 508.544 508.544 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 749.440 1 749.440,0 749.440,0 749.440 749.440 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 578.688 1 578.688,0 578.688,0 578.688 578.688 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 427.584 1 427.584,0 427.584,0 427.584 427.584 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 432.576 1 432.576,0 432.576,0 432.576 432.576 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 801.312 1 801.312,0 801.312,0 801.312 801.312 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 787.872 1 787.872,0 787.872,0 787.872 787.872 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 800.736 1 800.736,0 800.736,0 800.736 800.736 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 799.904 1 799.904,0 799.904,0 799.904 799.904 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 434.272 1 434.272,0 434.272,0 434.272 434.272 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 429.856 1 429.856,0 429.856,0 429.856 429.856 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 426.112 1 426.112,0 426.112,0 426.112 426.112 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 567.648 1 567.648,0 567.648,0 567.648 567.648 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 438.720 1 438.720,0 438.720,0 438.720 438.720 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 564.736 1 564.736,0 564.736,0 564.736 564.736 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 586.272 1 586.272,0 586.272,0 586.272 586.272 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 809.216 1 809.216,0 809.216,0 809.216 809.216 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 792.608 1 792.608,0 792.608,0 792.608 792.608 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 799.360 1 799.360,0 799.360,0 799.360 799.360 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 567.264 1 567.264,0 567.264,0 567.264 567.264 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 486.560 1 486.560,0 486.560,0 486.560 486.560 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 563.584 1 563.584,0 563.584,0 563.584 563.584 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 499.616 1 499.616,0 499.616,0 499.616 499.616 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 567.072 1 567.072,0 567.072,0 567.072 567.072 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 566.528 1 566.528,0 566.528,0 566.528 566.528 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
3,0 423.360 1 423.360,0 423.360,0 423.360 423.360 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 484.960 1 484.960,0 484.960,0 484.960 484.960 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 565.536 1 565.536,0 565.536,0 565.536 565.536 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 504.160 1 504.160,0 504.160,0 504.160 504.160 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
4,0 806.080 1 806.080,0 806.080,0 806.080 806.080 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
5,0 566.528 1 566.528,0 566.528,0 566.528 566.528 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
