24,0 67.005.568 100 670.055,0 573.872,0 539.808 884.992 150.942,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 69.755.424 100 697.554,0 578.608,0 470.720 885.696 166.733,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 51.278.784 100 512.787,0 534.608,0 468.320 540.288 30.406,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 81.914.048 100 819.140,0 883.552,0 569.088 885.472 126.122,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 53.020.384 100 530.203,0 551.280,0 467.744 558.944 35.886,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 66.031.136 100 660.311,0 573.152,0 467.680 885.440 168.144,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 66.283.776 100 662.837,0 662.816,0 661.216 664.064 512,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 69.763.008 100 697.630,0 575.984,0 466.208 885.728 160.180,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 66.287.744 100 662.877,0 662.864,0 661.824 664.256 541,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 70.694.016 100 706.940,0 580.880,0 531.936 884.960 164.475,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 73.289.920 100 732.899,0 663.216,0 661.056 885.760 102.520,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 79.488.256 100 794.882,0 883.456,0 568.000 885.568 139.833,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 45.007.008 100 450.070,0 450.128,0 447.776 454.592 1.044,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 72.084.832 100 720.848,0 593.296,0 529.248 885.728 160.933,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 51.805.888 100 518.058,0 535.680,0 466.304 540.192 28.573,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 76.685.888 100 766.858,0 663.920,0 661.856 885.760 110.937,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 57.399.488 100 573.994,0 661.568,0 468.288 663.936 94.682,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 71.672.480 100 716.724,0 584.656,0 468.768 885.664 162.970,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 58.632.000 100 586.320,0 574.736,0 468.096 663.552 55.085,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 70.645.248 100 706.452,0 578.608,0 534.144 886.624 160.044,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 61.107.328 100 611.073,0 580.400,0 529.568 663.936 44.207,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 68.335.552 100 683.355,0 576.864,0 533.408 885.568 158.849,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 49.379.296 100 493.793,0 472.672,0 444.768 558.112 40.982,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 72.139.808 100 721.398,0 705.616,0 467.584 885.184 163.474,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.343.744 100 443.437,0 443.376,0 442.048 445.568 761,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.672.928 100 676.729,0 579.440,0 533.312 885.120 146.110,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.940.544 100 449.405,0 449.424,0 446.528 451.840 865,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 76.224.896 100 762.249,0 882.864,0 536.864 885.824 153.410,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 59.592.768 100 595.927,0 574.912,0 468.288 663.904 51.472,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 74.833.216 100 748.332,0 882.992,0 565.216 885.600 153.820,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 55.177.856 100 551.778,0 474.384,0 467.744 663.584 94.686,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 66.088.736 100 660.887,0 578.736,0 467.776 885.664 165.482,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 56.059.232 100 560.592,0 478.320,0 467.936 664.032 94.739,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 78.496.448 100 784.964,0 883.264,0 569.440 886.528 144.830,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
26,0 60.228.000 100 602.280,0 662.304,0 467.520 664.000 88.414,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 76.954.368 100 769.543,0 883.072,0 568.416 885.440 149.819,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 57.929.504 100 579.295,0 661.872,0 467.616 664.000 94.526,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 79.127.520 100 791.275,0 883.200,0 568.448 885.536 141.875,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.923.072 100 449.230,0 449.104,0 447.328 452.576 1.061,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 78.475.424 100 784.754,0 883.008,0 468.576 885.568 114.195,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 55.377.664 100 553.776,0 553.456,0 543.904 560.576 3.119,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 83.405.120 100 834.051,0 883.712,0 570.304 885.504 112.880,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 53.917.600 100 539.176,0 475.136,0 467.616 663.520 91.042,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.650.016 100 676.500,0 579.072,0 469.536 885.728 169.789,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 56.614.208 100 566.142,0 497.568,0 467.552 664.192 95.326,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 76.431.168 100 764.311,0 883.056,0 533.120 885.984 151.757,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 50.058.752 100 500.587,0 476.640,0 467.040 542.496 31.665,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 72.298.400 100 722.984,0 583.248,0 565.952 885.568 155.432,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 88.411.040 100 884.110,0 884.032,0 882.656 885.920 700,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 83.930.368 100 839.303,0 883.920,0 570.752 886.144 108.075,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 63.989.568 100 639.895,0 573.792,0 469.216 885.056 166.912,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 70.117.088 100 701.170,0 578.896,0 564.640 885.568 152.966,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 71.626.496 100 716.265,0 584.528,0 470.592 885.280 167.120,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 70.078.720 100 700.787,0 579.840,0 558.400 885.312 151.905,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 72.155.232 100 721.552,0 586.976,0 565.184 885.632 154.278,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 56.088.576 100 560.885,0 478.048,0 468.992 663.872 94.565,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 66.267.744 100 662.677,0 572.768,0 468.768 885.536 170.771,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 67.132.192 100 671.321,0 573.792,0 530.144 885.792 150.514,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 48.886.944 100 488.869,0 471.872,0 451.584 883.872 75.053,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 76.951.104 100 769.511,0 883.200,0 568.832 885.664 150.180,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 78.504.608 100 785.046,0 883.472,0 569.248 885.792 144.899,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
26,0 66.280.800 100 662.808,0 662.848,0 661.568 664.224 524,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 73.736.896 100 737.369,0 663.296,0 467.136 885.792 111.749,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 57.171.808 100 571.718,0 661.664,0 467.904 663.840 95.220,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 77.956.224 100 779.562,0 883.216,0 567.776 885.280 145.949,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 55.513.888 100 555.138,0 478.528,0 468.064 664.096 93.873,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 76.390.144 100 763.901,0 883.216,0 529.984 886.016 151.127,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 82.622.304 100 826.223,0 883.824,0 573.696 885.760 120.059,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 85.336.512 100 853.365,0 884.000,0 570.496 885.632 92.424,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 78.880.288 100 788.802,0 883.488,0 568.224 885.696 142.939,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 73.113.344 100 731.133,0 881.264,0 529.664 885.824 156.841,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 70.704.160 100 707.041,0 663.216,0 467.744 886.112 162.533,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 63.442.880 100 634.428,0 573.728,0 466.784 886.656 165.353,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 69.888.128 100 698.881,0 577.920,0 536.832 885.280 155.236,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 70.415.136 100 704.151,0 577.840,0 564.320 885.312 153.849,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
26,0 69.193.568 100 691.935,0 578.976,0 533.888 885.344 151.136,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 81.944.992 100 819.449,0 883.872,0 571.456 886.176 126.116,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 80.089.888 100 800.898,0 883.632,0 568.064 885.952 137.374,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 66.958.496 100 669.585,0 576.752,0 468.256 885.408 161.228,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 73.252.288 100 732.522,0 881.856,0 565.888 885.600 155.127,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 74.148.672 100 741.486,0 882.784,0 467.104 885.600 158.856,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 60.239.552 100 602.395,0 476.656,0 443.296 884.896 174.668,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 85.621.984 100 856.219,0 883.888,0 569.952 885.824 88.936,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 69.758.912 100 697.589,0 578.512,0 536.352 886.208 156.693,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 56.801.152 100 568.011,0 570.608,0 466.720 664.096 95.135,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 68.171.104 100 681.711,0 578.016,0 469.248 885.312 168.362,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.893.568 100 448.935,0 448.896,0 446.944 451.712 837,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 44.546.048 100 445.460,0 445.392,0 443.872 446.816 574,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 44.947.968 100 449.479,0 449.456,0 447.712 452.704 997,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 70.223.520 100 702.235,0 578.720,0 531.488 885.408 155.533,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 45.016.800 100 450.168,0 450.256,0 448.160 452.192 881,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 78.172.224 100 781.722,0 883.072,0 567.008 886.368 146.082,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.869.216 100 448.692,0 448.672,0 445.152 452.128 1.108,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 75.733.280 100 757.332,0 882.576,0 567.328 886.976 152.478,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 57.856.672 100 578.566,0 662.080,0 447.584 664.224 94.225,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 70.216.128 100 702.161,0 583.008,0 545.088 888.384 157.808,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 44.378.784 100 443.787,0 443.792,0 441.280 452.096 1.943,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.881.152 100 448.811,0 448.768,0 446.976 451.744 832,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 67.933.120 100 679.331,0 576.096,0 565.280 886.496 147.529,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.884.320 100 448.843,0 448.592,0 447.392 451.392 859,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 71.670.048 100 716.700,0 582.304,0 470.016 885.888 166.972,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.953.440 100 449.534,0 449.424,0 446.848 452.192 956,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 67.108.896 100 671.089,0 577.968,0 469.248 886.016 167.796,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
21,0 45.082.624 100 450.826,0 450.432,0 448.096 477.376 2.969,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.925.376 100 449.253,0 449.104,0 447.328 452.800 1.098,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 76.722.400 100 767.224,0 664.112,0 661.728 885.760 110.526,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 50.183.872 100 501.838,0 480.208,0 469.856 539.968 30.975,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 68.021.408 100 680.214,0 559.696,0 547.616 885.888 158.461,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.934.976 100 449.349,0 449.200,0 447.520 452.192 1.076,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 68.755.424 100 687.554,0 608.656,0 468.640 884.992 189.914,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.898.048 100 448.980,0 448.768,0 446.976 451.904 1.052,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 61.069.280 100 610.692,0 579.936,0 553.088 664.640 44.014,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.943.232 100 449.432,0 449.312,0 447.360 452.608 952,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 68.407.360 100 684.073,0 870.688,0 470.208 886.304 204.552,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 66.156.608 100 661.566,0 576.336,0 468.032 886.080 166.834,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 69.914.784 100 699.147,0 882.496,0 466.336 886.144 195.477,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 68.211.488 100 682.114,0 579.520,0 468.320 886.176 170.991,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 44.419.328 100 444.193,0 443.312,0 441.664 453.952 3.042,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 66.386.464 100 663.864,0 578.400,0 469.696 885.728 168.240,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.214.336 100 442.143,0 442.112,0 440.768 442.848 393,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 74.518.336 100 745.183,0 882.640,0 567.808 885.504 154.032,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 68.978.592 100 689.785,0 577.136,0 471.008 886.048 160.443,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.865.344 100 448.653,0 448.704,0 445.920 450.720 917,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 52.613.344 100 526.133,0 450.672,0 443.296 904.512 148.333,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.956.512 100 449.565,0 449.472,0 447.744 452.352 877,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.933.824 100 449.338,0 449.328,0 446.816 452.800 1.052,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.928.640 100 449.286,0 449.184,0 447.424 451.584 983,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.896.608 100 448.966,0 448.736,0 447.200 451.200 830,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.902.112 100 449.021,0 448.864,0 447.136 452.576 915,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 44.960.512 100 449.605,0 449.408,0 447.808 452.576 1.099,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.369.568 100 443.695,0 443.568,0 442.464 445.376 721,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 44.925.280 100 449.252,0 448.992,0 447.456 452.768 1.084,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 60.092.832 100 600.928,0 577.248,0 539.808 663.456 46.004,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
23,0 75.150.304 100 751.503,0 663.440,0 661.408 885.568 108.911,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
22,0 45.021.792 100 450.217,0 450.176,0 448.096 453.440 1.037,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 74.197.888 100 741.978,0 882.544,0 529.536 885.504 158.391,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
24,0 51.823.936 100 518.239,0 529.920,0 467.872 612.704 49.171,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 65.686.784 100 656.867,0 576.800,0 468.384 885.056 165.225,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
25,0 44.921.152 100 449.211,0 449.136,0 447.520 452.832 929,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
