9,0 26.125.344 100 261.253,0 223.472,0 212.480 347.040 58.264,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.056.608 100 280.566,0 284.256,0 183.520 343.264 61.528,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 23.760.224 100 237.602,0 256.112,0 182.752 257.632 31.799,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.103.648 100 271.036,0 231.056,0 183.264 347.104 64.925,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 19.949.184 100 199.491,0 207.728,0 182.368 210.656 11.784,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 31.912.448 100 319.124,0 344.128,0 221.696 346.656 47.998,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 20.614.016 100 206.140,0 213.936,0 182.080 217.632 13.634,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.602.304 100 256.023,0 223.152,0 182.688 344.256 65.201,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 25.652.384 100 256.523,0 256.480,0 255.360 257.664 509,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.990.208 100 269.902,0 223.936,0 180.928 344.544 61.824,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.641.376 100 256.413,0 256.384,0 255.168 257.888 536,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.528.992 100 275.289,0 234.560,0 206.560 346.784 63.717,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 28.394.656 100 283.946,0 256.912,0 255.424 345.568 40.593,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 30.958.496 100 309.585,0 344.128,0 221.056 346.656 54.010,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 20.891.328 100 208.913,0 207.808,0 203.904 222.144 3.162,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.627.424 100 276.274,0 227.152,0 202.240 342.656 61.433,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 20.141.824 100 201.418,0 207.872,0 182.912 210.400 10.863,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 29.794.080 100 297.940,0 261.888,0 252.992 346.368 43.774,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 22.263.744 100 222.637,0 255.440,0 183.040 257.312 35.941,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.915.392 100 279.153,0 232.224,0 182.976 346.720 63.344,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 22.606.816 100 226.068,0 222.224,0 179.552 257.952 21.331,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.476.672 100 274.766,0 230.608,0 205.248 346.784 62.474,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 23.687.616 100 236.876,0 225.536,0 204.800 257.152 16.601,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.632.768 100 266.327,0 224.944,0 205.472 346.368 61.413,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 19.076.608 100 190.766,0 183.248,0 171.552 216.640 15.713,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.027.808 100 280.278,0 231.296,0 182.112 347.392 63.455,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.273.536 100 172.735,0 172.768,0 171.424 173.856 432,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.285.472 100 262.854,0 225.216,0 205.760 343.936 56.480,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.494.752 100 174.947,0 174.944,0 173.728 176.160 511,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 29.282.336 100 292.823,0 337.360,0 209.888 343.008 58.950,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 23.075.328 100 230.753,0 223.696,0 182.784 257.312 19.359,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 29.058.368 100 290.583,0 341.920,0 218.816 344.832 59.360,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 21.418.272 100 214.182,0 185.168,0 180.320 257.280 35.899,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 25.771.680 100 257.716,0 225.584,0 182.112 346.688 64.519,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 21.763.616 100 217.636,0 185.968,0 182.816 257.888 35.865,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 30.637.728 100 306.377,0 344.032,0 221.280 347.232 55.323,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 23.250.848 100 232.508,0 255.088,0 181.312 256.928 33.569,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 29.907.616 100 299.076,0 341.952,0 220.448 344.704 57.344,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 22.414.368 100 224.143,0 255.344,0 183.488 257.632 35.685,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 30.641.792 100 306.417,0 341.552,0 220.000 344.032 54.421,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.486.208 100 174.862,0 174.848,0 173.728 176.288 551,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 30.491.968 100 304.919,0 342.832,0 182.752 347.712 44.988,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 21.265.856 100 212.658,0 212.576,0 209.312 215.264 1.169,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 32.117.344 100 321.173,0 339.488,0 218.848 344.448 43.918,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 20.929.344 100 209.293,0 185.168,0 182.112 257.184 34.521,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.343.648 100 263.436,0 225.904,0 182.368 346.016 65.900,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 21.955.424 100 219.554,0 186.704,0 182.048 257.152 36.213,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 29.694.240 100 296.942,0 343.040,0 207.648 347.136 59.440,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 19.404.256 100 194.042,0 184.912,0 181.920 210.592 11.903,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.216.608 100 282.166,0 236.944,0 219.712 345.792 59.929,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 34.293.760 100 342.937,0 342.912,0 341.504 344.256 563,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 32.694.400 100 326.944,0 343.856,0 223.648 346.560 41.074,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 24.598.880 100 245.988,0 221.616,0 180.000 342.784 63.991,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.345.600 100 273.456,0 225.712,0 220.224 346.368 59.196,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 27.860.160 100 278.601,0 231.344,0 182.880 346.112 64.501,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.277.952 100 272.779,0 225.952,0 220.320 347.552 58.919,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.871.648 100 278.716,0 229.232,0 217.792 345.248 59.739,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 21.769.152 100 217.691,0 185.968,0 183.264 257.504 35.949,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.794.080 100 257.940,0 223.248,0 182.272 345.312 66.106,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.120.416 100 261.204,0 223.456,0 205.056 346.016 58.615,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 21.046.048 100 210.460,0 205.792,0 202.944 342.976 23.420,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 29.977.760 100 299.777,0 343.392,0 220.512 346.560 58.086,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 30.488.896 100 304.889,0 343.392,0 221.856 345.760 56.020,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 25.638.048 100 256.380,0 256.416,0 255.232 257.376 502,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.631.104 100 286.311,0 257.072,0 181.856 347.008 44.393,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 22.062.720 100 220.627,0 252.816,0 180.608 257.120 36.097,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 30.377.600 100 303.776,0 343.648,0 220.384 346.688 56.884,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 21.548.608 100 215.486,0 185.792,0 182.976 257.376 35.655,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 29.345.984 100 293.459,0 338.720,0 202.720 342.080 57.971,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 32.157.376 100 321.573,0 343.536,0 223.200 346.304 46.241,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 33.311.520 100 333.115,0 344.608,0 221.344 346.976 34.815,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 30.552.288 100 305.522,0 340.304,0 218.944 345.792 55.064,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.466.560 100 284.665,0 341.664,0 205.024 346.656 60.987,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.425.440 100 274.254,0 257.120,0 182.688 346.080 62.905,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 24.602.464 100 246.024,0 223.216,0 181.856 346.752 63.435,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.260.672 100 272.606,0 226.064,0 206.752 346.112 60.237,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.307.456 100 273.074,0 227.440,0 219.744 344.704 58.913,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 26.852.128 100 268.521,0 225.520,0 206.912 344.288 57.811,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 31.735.488 100 317.354,0 341.360,0 221.472 343.200 47.369,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 31.028.224 100 310.282,0 342.576,0 221.344 346.880 52.867,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.073.568 100 260.735,0 225.424,0 182.368 344.224 62.071,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 28.530.752 100 285.307,0 340.736,0 220.512 346.112 60.100,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 28.817.152 100 288.171,0 341.744,0 182.336 345.280 61.222,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 24.825.440 100 248.254,0 215.040,0 183.072 346.080 59.529,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 33.011.776 100 330.117,0 341.744,0 221.408 343.072 35.068,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.203.488 100 272.034,0 226.160,0 211.616 346.784 61.007,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 22.039.936 100 220.399,0 220.768,0 181.376 257.376 36.131,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.504.864 100 265.048,0 226.064,0 182.528 346.048 65.186,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.487.616 100 174.876,0 174.816,0 173.472 176.416 561,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
11,0 22.180.352 100 221.803,0 221.360,0 216.832 243.296 3.682,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 19.376.704 100 193.767,0 193.552,0 190.816 200.096 1.584,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.374.656 100 273.746,0 227.424,0 207.680 346.496 60.554,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 20.178.816 100 201.788,0 201.424,0 198.784 213.056 2.129,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 30.323.648 100 303.236,0 340.224,0 217.856 346.528 56.258,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.469.696 100 174.697,0 174.640,0 173.472 175.808 507,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 29.431.968 100 294.319,0 341.648,0 220.352 346.272 58.758,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 22.492.608 100 224.926,0 255.728,0 174.656 302.240 36.871,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.157.376 100 271.573,0 226.624,0 208.192 344.256 60.979,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 17.238.368 100 172.383,0 172.224,0 171.328 176.000 751,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.474.816 100 174.748,0 174.656,0 173.664 175.904 477,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.311.808 100 263.118,0 223.680,0 217.792 346.496 56.904,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.472.928 100 174.729,0 174.672,0 173.344 176.160 548,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.787.392 100 277.873,0 250.400,0 180.992 344.960 64.039,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.504.992 100 175.049,0 175.072,0 174.112 176.576 476,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.116.896 100 261.169,0 225.552,0 182.816 345.440 64.972,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
10,0 21.716.448 100 217.164,0 216.864,0 206.912 232.736 6.433,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.496.000 100 174.960,0 174.896,0 173.856 176.768 554,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
8,0 29.788.000 100 297.880,0 261.568,0 255.456 345.792 43.712,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 19.517.760 100 195.177,0 186.144,0 183.296 210.560 11.808,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.324.960 100 263.249,0 217.856,0 210.592 344.192 61.237,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.505.568 100 175.055,0 175.088,0 173.600 176.480 548,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.953.504 100 269.535,0 237.136,0 182.848 344.352 70.782,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.487.936 100 174.879,0 174.832,0 173.440 176.384 519,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 23.648.544 100 236.485,0 225.424,0 213.632 257.472 16.581,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.495.776 100 174.957,0 174.912,0 173.952 176.192 521,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.176.960 100 281.769,0 321.248,0 209.952 346.240 63.715,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.606.656 100 256.066,0 224.160,0 181.792 344.576 64.327,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 27.613.632 100 276.136,0 342.480,0 181.920 346.336 72.606,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.428.992 100 264.289,0 225.344,0 181.952 344.992 65.961,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.256.800 100 172.568,0 172.160,0 171.104 176.544 1.248,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.754.432 100 257.544,0 225.200,0 182.848 345.152 65.246,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.201.856 100 172.018,0 172.064,0 171.232 172.928 358,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.652.608 100 286.526,0 336.800,0 217.472 342.784 59.057,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 26.850.880 100 268.508,0 224.944,0 183.552 346.880 61.823,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.473.696 100 174.737,0 174.768,0 173.440 176.576 539,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 20.449.696 100 204.497,0 175.216,0 171.552 347.488 58.108,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.322.304 100 173.223,0 173.152,0 170.656 175.680 1.281,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.497.824 100 174.978,0 174.976,0 174.048 176.480 534,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.507.584 100 175.075,0 175.072,0 173.696 176.352 506,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.364.160 100 173.641,0 173.552,0 171.488 175.616 1.200,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.483.136 100 174.831,0 174.752,0 173.856 176.384 503,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.395.328 100 173.953,0 174.096,0 171.680 176.736 1.313,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.282.784 100 172.827,0 172.848,0 170.688 174.400 477,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.484.064 100 174.840,0 174.816,0 173.856 176.736 573,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 23.305.664 100 233.056,0 224.272,0 209.568 257.312 17.211,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 29.252.640 100 292.526,0 257.440,0 255.232 346.368 42.886,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 19.396.256 100 193.962,0 194.320,0 185.984 203.968 3.635,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 28.650.688 100 286.506,0 338.624,0 202.976 345.248 61.371,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 20.151.904 100 201.519,0 205.472,0 182.720 237.248 18.732,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 25.481.056 100 254.810,0 224.096,0 182.528 344.544 63.941,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
9,0 17.490.752 100 174.907,0 174.880,0 173.920 176.288 473,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
