8,0 450.171.296 6.000 75.028,0 68.704,0 67.520 1.721.216 30.032,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 442.092.544 6.000 73.682,0 68.224,0 67.136 3.328.384 46.904,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 430.988.000 6.000 71.831,0 68.000,0 66.944 184.192 14.292,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 433.179.168 6.000 72.196,0 68.608,0 67.584 183.296 13.534,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 431.879.296 6.000 71.979,0 67.808,0 66.688 181.120 15.790,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 448.164.224 6.000 74.694,0 67.808,0 66.816 1.729.312 32.882,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 430.934.880 6.000 71.822,0 67.840,0 66.688 1.944.928 33.097,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 425.845.088 6.000 70.974,0 67.968,0 66.688 1.041.152 17.389,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 437.041.120 6.000 72.840,0 68.160,0 67.008 3.349.152 54.417,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 453.421.696 6.000 75.570,0 68.096,0 67.104 206.944 24.063,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 443.941.472 6.000 73.990,0 69.600,0 68.384 1.915.136 27.215,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 434.266.208 6.000 72.377,0 68.000,0 67.040 180.384 12.319,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 473.761.600 6.000 78.960,0 78.688,0 67.232 1.578.272 24.514,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 450.576.448 6.000 75.096,0 68.192,0 66.752 3.057.120 43.560,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 437.975.488 6.000 72.995,0 68.704,0 67.584 1.983.264 31.128,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 425.901.536 6.000 70.983,0 68.192,0 67.200 179.296 10.066,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 463.396.672 6.000 77.232,0 79.296,0 68.256 190.208 15.614,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 449.924.032 6.000 74.987,0 68.192,0 67.040 3.331.168 52.374,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 428.702.880 6.000 71.450,0 67.840,0 66.752 1.941.632 27.593,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 435.274.336 6.000 72.545,0 67.808,0 66.944 1.058.368 22.858,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 434.915.616 6.000 72.485,0 68.224,0 67.296 195.712 16.108,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 439.366.496 6.000 73.227,0 68.640,0 67.520 2.571.552 45.004,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 433.090.880 6.000 72.181,0 67.808,0 66.720 2.273.056 37.070,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 440.418.016 6.000 73.403,0 68.096,0 67.040 1.931.584 29.814,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 467.781.824 6.000 77.963,0 78.432,0 67.136 2.158.592 33.040,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 466.046.048 6.000 77.674,0 78.336,0 67.232 2.187.552 38.804,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 456.376.000 6.000 76.062,0 68.752,0 67.232 183.616 17.306,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 467.941.248 6.000 77.990,0 78.720,0 67.392 1.083.232 20.855,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 454.462.432 6.000 75.743,0 68.480,0 67.168 180.960 18.331,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 430.337.824 6.000 71.723,0 67.936,0 66.816 1.945.152 36.650,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 429.638.464 6.000 71.606,0 68.320,0 67.360 179.552 13.062,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 468.327.872 6.000 78.054,0 78.944,0 67.904 3.767.328 50.802,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 433.622.176 6.000 72.270,0 68.320,0 67.168 182.080 15.451,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 442.017.056 6.000 73.669,0 68.480,0 67.200 2.001.376 29.240,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 444.847.168 6.000 74.141,0 68.160,0 67.072 1.998.368 31.232,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 423.901.152 6.000 70.650,0 67.040,0 65.824 175.328 15.134,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 475.308.128 6.000 79.218,0 79.008,0 67.744 179.200 11.670,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 465.249.888 6.000 77.541,0 78.560,0 67.424 1.453.280 23.972,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 471.206.592 6.000 78.534,0 77.888,0 67.040 2.631.328 54.508,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 432.755.648 6.000 72.125,0 68.032,0 67.008 1.008.032 17.710,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 431.855.488 6.000 71.975,0 67.680,0 66.752 180.480 15.811,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 435.348.032 6.000 72.558,0 68.320,0 67.232 1.940.128 29.277,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 434.354.912 6.000 72.392,0 67.840,0 66.688 1.045.248 22.565,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 432.326.592 6.000 72.054,0 68.160,0 67.040 1.713.472 26.067,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 437.222.496 6.000 72.870,0 68.288,0 67.168 1.048.640 17.333,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 433.452.704 6.000 72.242,0 68.288,0 67.264 2.093.120 44.080,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 459.319.072 6.000 76.553,0 77.824,0 67.136 1.942.240 27.468,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 473.859.776 6.000 78.976,0 68.288,0 67.040 1.588.000 30.113,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 463.721.536 6.000 77.286,0 78.304,0 67.328 179.616 11.075,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 439.555.424 6.000 73.259,0 67.968,0 66.880 1.636.320 31.536,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 462.688.288 6.000 77.114,0 68.992,0 67.456 1.576.256 28.328,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 426.986.304 6.000 71.164,0 67.680,0 66.624 2.073.664 33.168,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 430.033.216 6.000 71.672,0 68.096,0 67.040 3.356.960 44.362,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 464.339.328 6.000 77.389,0 67.200,0 66.272 835.136 29.033,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 465.505.632 6.000 77.584,0 77.568,0 66.784 1.963.552 36.086,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 457.922.592 6.000 76.320,0 68.688,0 67.104 180.928 16.788,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 440.604.768 6.000 73.434,0 68.576,0 67.584 1.954.368 29.208,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 456.589.600 6.000 76.098,0 77.792,0 67.296 1.796.704 27.261,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 427.453.920 6.000 71.242,0 68.480,0 67.360 194.240 13.112,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 478.960.288 6.000 79.826,0 79.520,0 67.552 182.304 15.205,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 439.315.008 6.000 73.219,0 68.976,0 67.840 848.320 16.503,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 486.205.728 6.000 81.034,0 68.288,0 67.040 1.923.712 42.372,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 467.076.736 6.000 77.846,0 78.016,0 67.424 2.075.936 37.657,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 461.703.808 6.000 76.950,0 78.816,0 67.808 1.954.336 29.065,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 432.494.496 6.000 72.082,0 68.256,0 67.200 1.724.096 26.152,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 429.077.088 6.000 71.512,0 67.840,0 66.784 1.954.528 34.582,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 433.384.096 6.000 72.230,0 68.160,0 67.104 847.200 18.967,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 431.808.864 6.000 71.968,0 68.192,0 67.040 1.928.640 28.025,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 440.775.872 6.000 73.462,0 68.000,0 66.720 190.528 14.499,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 426.745.248 6.000 71.124,0 67.744,0 66.752 177.888 13.039,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 470.468.160 6.000 78.411,0 78.464,0 67.328 1.932.960 32.138,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 426.153.792 6.000 71.025,0 67.776,0 66.560 1.983.936 27.830,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 429.146.560 6.000 71.524,0 67.616,0 66.560 1.074.656 19.143,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 446.057.728 6.000 74.343,0 68.544,0 67.360 184.544 20.867,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 446.438.400 6.000 74.406,0 68.384,0 66.912 182.752 12.723,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 460.196.832 6.000 76.699,0 68.544,0 67.072 178.272 18.445,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 435.848.128 6.000 72.641,0 67.808,0 66.688 1.910.208 30.765,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 457.075.360 6.000 76.179,0 78.112,0 66.944 178.912 12.495,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 434.749.632 6.000 72.458,0 68.320,0 67.232 1.915.680 29.932,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 461.050.208 6.000 76.841,0 77.760,0 66.592 176.640 12.072,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 475.053.664 6.000 79.175,0 78.112,0 66.912 1.578.112 30.084,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 477.054.848 6.000 79.509,0 78.560,0 67.264 2.192.448 29.068,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 463.278.208 6.000 77.213,0 78.080,0 67.072 184.256 13.012,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 465.333.184 6.000 77.555,0 78.432,0 67.072 1.934.304 28.318,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 466.388.448 6.000 77.731,0 79.584,0 67.968 1.961.408 27.568,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 435.320.032 6.000 72.553,0 68.320,0 67.200 1.468.480 23.996,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 474.467.264 6.000 79.077,0 79.392,0 68.032 2.050.912 29.992,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 469.865.632 6.000 78.310,0 78.912,0 67.744 180.000 12.178,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 442.293.248 6.000 73.715,0 68.736,0 67.616 3.302.176 51.799,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 460.213.152 6.000 76.702,0 78.144,0 66.976 1.991.072 31.855,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 471.734.144 6.000 78.622,0 68.800,0 67.552 185.216 23.923,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 431.998.400 6.000 71.999,0 68.736,0 67.744 180.864 13.236,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 432.767.968 6.000 72.128,0 68.096,0 67.008 181.376 15.624,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 478.462.336 6.000 79.743,0 68.320,0 67.072 2.059.456 37.674,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 452.696.384 6.000 75.449,0 68.576,0 67.168 2.304.608 47.048,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 494.674.688 6.000 82.445,0 79.008,0 67.616 3.050.752 47.874,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 444.795.776 6.000 74.132,0 69.472,0 68.352 1.482.464 24.407,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 462.847.808 6.000 77.141,0 69.280,0 67.936 999.808 27.611,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 428.336.896 6.000 71.389,0 67.904,0 66.912 183.008 12.141,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 437.418.880 6.000 72.903,0 68.480,0 67.392 1.923.680 35.012,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 460.276.000 6.000 76.712,0 69.248,0 67.776 182.656 16.975,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 476.628.064 6.000 79.438,0 68.992,0 67.872 1.073.856 30.985,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 440.358.720 6.000 73.393,0 69.024,0 68.000 1.460.256 27.553,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 432.342.624 6.000 72.057,0 68.576,0 67.264 183.744 14.725,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 463.962.080 6.000 77.327,0 69.088,0 67.712 1.777.088 28.373,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 434.950.336 6.000 72.491,0 68.416,0 67.360 1.557.536 25.127,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 438.372.032 6.000 73.062,0 68.256,0 67.104 1.947.808 30.732,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 483.407.808 6.000 80.568,0 79.296,0 67.552 2.069.248 28.044,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 435.576.448 6.000 72.596,0 68.512,0 67.488 190.560 15.963,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 426.631.424 6.000 71.105,0 68.064,0 67.040 1.040.320 17.519,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 444.670.656 6.000 74.111,0 68.032,0 67.072 183.520 21.999,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 472.540.512 6.000 78.756,0 78.112,0 66.976 1.996.768 37.801,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 464.348.128 6.000 77.391,0 77.952,0 67.104 868.960 15.886,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 466.825.056 6.000 77.804,0 78.240,0 67.168 2.055.712 33.251,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 437.616.352 6.000 72.936,0 68.192,0 67.328 1.927.712 34.600,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 433.414.176 6.000 72.235,0 67.616,0 66.720 1.697.952 27.565,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 432.532.992 6.000 72.088,0 68.256,0 67.264 1.587.296 27.498,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 438.746.656 6.000 73.124,0 68.480,0 67.488 1.996.768 44.575,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 441.639.520 6.000 73.606,0 68.592,0 67.520 1.044.736 25.009,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 430.513.504 6.000 71.752,0 68.640,0 67.616 201.568 12.859,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 447.266.368 6.000 74.544,0 77.536,0 67.072 1.551.840 20.059,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 432.063.776 6.000 72.010,0 68.368,0 67.424 180.960 14.966,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 429.456.416 6.000 71.576,0 68.352,0 67.168 179.488 13.101,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 428.437.280 6.000 71.406,0 67.808,0 66.816 2.024.672 36.695,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 461.086.144 6.000 76.847,0 77.984,0 67.136 181.632 14.840,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 479.549.056 6.000 79.924,0 78.016,0 67.168 2.375.808 45.480,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 432.955.424 6.000 72.159,0 68.000,0 66.880 856.288 18.878,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 439.555.840 6.000 73.259,0 68.640,0 67.584 187.296 17.579,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 435.737.888 6.000 72.623,0 67.936,0 66.880 2.161.312 44.598,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 436.850.528 6.000 72.808,0 68.544,0 67.392 202.720 13.344,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 470.876.288 6.000 78.479,0 78.976,0 67.392 181.600 12.692,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 475.620.320 6.000 79.270,0 79.264,0 67.840 183.136 12.408,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 459.074.496 6.000 76.512,0 68.224,0 67.136 178.560 23.417,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 430.978.592 6.000 71.829,0 67.776,0 66.592 182.752 15.944,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 442.857.248 6.000 73.809,0 68.832,0 67.712 1.953.280 29.317,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 475.175.936 6.000 79.196,0 78.912,0 67.296 2.963.392 45.578,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 483.522.176 6.000 80.587,0 78.720,0 67.328 1.752.960 33.207,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 466.490.304 6.000 77.748,0 68.032,0 67.040 1.965.376 34.496,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 573.473.184 6.000 95.578,0 78.912,0 67.104 178.688 32.325,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 435.248.800 6.000 72.541,0 67.776,0 66.752 1.926.848 29.071,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 504.045.600 6.000 84.007,0 78.112,0 66.848 4.434.752 61.309,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 473.923.968 6.000 78.987,0 78.368,0 67.232 1.782.496 31.639,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 429.626.816 6.000 71.604,0 68.096,0 67.072 2.228.672 30.459,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 457.730.336 6.000 76.288,0 69.184,0 67.872 1.097.920 25.369,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 469.294.304 6.000 78.215,0 79.296,0 67.328 1.978.304 28.781,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 453.391.456 6.000 75.565,0 68.032,0 67.040 2.357.664 37.671,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 447.308.352 6.000 74.551,0 68.512,0 67.488 1.904.352 31.874,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 427.055.744 6.000 71.176,0 67.456,0 66.304 179.616 15.594,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 437.398.336 6.000 72.899,0 68.352,0 67.456 2.005.664 29.895,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 474.080.672 6.000 79.013,0 77.792,0 66.912 2.093.248 45.049,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 449.647.456 6.000 74.941,0 68.992,0 67.936 1.062.048 24.203,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 465.692.448 6.000 77.615,0 78.944,0 67.808 1.102.400 23.068,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 430.930.912 6.000 71.821,0 67.840,0 66.880 3.143.488 42.483,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 436.862.912 6.000 72.810,0 67.680,0 66.688 1.596.224 28.289,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 442.162.752 6.000 73.693,0 67.776,0 66.688 3.344.832 54.995,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 433.555.072 6.000 72.259,0 68.736,0 67.584 996.064 18.019,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 455.626.048 6.000 75.937,0 77.536,0 66.752 2.205.088 30.279,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 437.440.960 6.000 72.906,0 68.224,0 66.912 2.991.680 47.832,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 468.850.496 6.000 78.141,0 77.856,0 67.264 181.088 15.981,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 435.951.424 6.000 72.658,0 67.936,0 66.784 1.721.344 26.503,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
8,0 464.837.728 6.000 77.473,0 79.168,0 67.392 182.816 12.528,0 CUDA_KERNEL cuda_time_step(int, int, float *, float *, float *, float *)
