15,0 86.646.272 100 866.462,0 886.288,0 663.808 888.544 63.760,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 75.338.048 100 753.380,0 664.960,0 663.232 888.608 109.440,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 75.648.032 100 756.480,0 665.104,0 663.200 888.832 109.545,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 84.635.424 100 846.354,0 886.176,0 663.424 888.416 85.676,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 75.319.072 100 753.190,0 665.328,0 575.872 888.256 117.762,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 78.448.224 100 784.482,0 885.632,0 662.880 888.480 111.426,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 76.660.640 100 766.606,0 665.216,0 663.008 888.352 111.360,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 79.125.056 100 791.250,0 886.064,0 663.200 888.608 110.766,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 74.566.624 100 745.666,0 665.040,0 663.424 888.416 106.993,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 85.840.256 100 858.402,0 886.768,0 663.360 888.224 73.920,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 70.884.032 100 708.840,0 664.448,0 663.232 888.064 89.514,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 80.295.968 100 802.959,0 886.432,0 663.072 888.736 107.954,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 88.430.592 100 884.305,0 886.432,0 666.368 888.608 22.033,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 85.536.800 100 855.368,0 886.320,0 663.328 888.512 77.394,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 87.758.432 100 877.584,0 886.320,0 664.928 888.960 43.509,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 77.054.400 100 770.544,0 884.880,0 575.072 887.904 123.830,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 78.886.624 100 788.866,0 885.696,0 663.488 888.064 110.779,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 76.194.560 100 761.945,0 665.056,0 663.040 887.616 110.858,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.102.144 100 451.021,0 450.992,0 449.312 453.056 776,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 45.252.928 100 452.529,0 452.272,0 450.272 455.744 1.253,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 72.725.024 100 727.250,0 665.104,0 568.896 888.096 118.846,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 82.658.176 100 826.581,0 886.176,0 663.136 888.320 99.188,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 78.237.056 100 782.370,0 885.520,0 663.392 888.736 111.512,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 75.394.016 100 753.940,0 664.800,0 663.456 888.192 109.187,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 76.662.880 100 766.628,0 665.456,0 663.328 888.096 111.171,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 77.982.240 100 779.822,0 885.200,0 663.360 887.904 111.443,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 75.906.592 100 759.065,0 665.408,0 580.320 888.992 114.977,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.094.368 100 450.943,0 450.896,0 448.704 453.920 1.235,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.071.456 100 450.714,0 450.640,0 448.576 454.368 955,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 44.512.864 100 445.128,0 445.104,0 443.520 447.040 749,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 54.014.400 100 540.144,0 539.792,0 535.232 546.496 2.060,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
10,0 77.846.304 100 778.463,0 884.976,0 663.488 888.544 111.213,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 78.867.712 100 788.677,0 885.248,0 663.168 888.064 110.791,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 82.053.344 100 820.533,0 886.048,0 662.528 888.640 101.410,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 78.230.048 100 782.300,0 885.632,0 662.816 888.672 111.514,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
10,0 72.272.576 100 722.725,0 664.864,0 573.504 888.512 112.193,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 74.540.608 100 745.406,0 665.104,0 573.984 888.672 112.700,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
9,0 57.703.520 100 577.035,0 477.376,0 443.008 897.952 176.619,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 66.424.288 100 664.242,0 664.224,0 662.912 665.888 578,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
8,0 54.000.960 100 540.009,0 450.784,0 446.656 666.336 106.839,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 45.103.328 100 451.033,0 450.896,0 448.928 454.048 989,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 68.669.280 100 686.692,0 664.608,0 662.784 888.928 67.092,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 53.147.456 100 531.474,0 555.616,0 467.072 589.056 43.454,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.092.704 100 450.927,0 450.960,0 448.960 453.280 924,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.078.368 100 450.783,0 450.816,0 448.928 453.504 884,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.058.304 100 450.583,0 450.544,0 448.608 453.632 1.017,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.039.584 100 450.395,0 450.432,0 448.288 452.480 901,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.080.384 100 450.803,0 450.784,0 448.032 453.664 1.144,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
10,0 61.333.312 100 613.333,0 484.048,0 443.424 890.624 189.358,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 64.878.848 100 648.788,0 663.488,0 443.456 888.256 192.535,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 63.206.144 100 632.061,0 664.064,0 549.248 665.792 45.940,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 68.763.616 100 687.636,0 664.704,0 537.312 888.992 117.724,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 76.303.968 100 763.039,0 665.104,0 662.848 888.288 110.590,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 71.725.120 100 717.251,0 664.688,0 531.392 889.408 130.825,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 71.272.192 100 712.721,0 664.848,0 571.072 888.544 100.423,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 74.238.752 100 742.387,0 665.168,0 662.912 888.416 106.510,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 77.804.608 100 778.046,0 885.200,0 663.040 887.872 111.314,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 74.871.296 100 748.713,0 665.200,0 474.336 888.384 129.289,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 45.683.552 100 456.835,0 451.168,0 448.704 581.792 16.589,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.068.736 100 450.687,0 450.720,0 448.768 453.888 1.016,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 45.131.040 100 451.310,0 451.072,0 449.280 454.560 1.145,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 45.157.248 100 451.572,0 451.200,0 448.800 455.200 1.470,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.063.616 100 450.636,0 450.416,0 448.512 454.112 1.102,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 85.124.640 100 851.246,0 886.704,0 663.360 889.280 81.954,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.111.808 100 451.118,0 451.232,0 448.864 454.624 1.056,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 66.421.440 100 664.214,0 664.256,0 662.784 665.856 536,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 74.145.312 100 741.453,0 665.040,0 663.488 888.448 105.676,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
13,0 88.698.432 100 886.984,0 887.008,0 885.216 889.088 738,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 88.408.416 100 884.084,0 886.288,0 665.472 888.576 22.094,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 84.660.640 100 846.606,0 886.336,0 663.648 888.224 85.771,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 79.757.696 100 797.577,0 885.808,0 662.816 888.416 109.408,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.080.416 100 450.804,0 450.624,0 448.032 454.848 1.291,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.123.104 100 451.231,0 451.088,0 449.248 454.176 958,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 45.151.776 100 451.517,0 451.616,0 449.376 454.912 1.096,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.095.776 100 450.957,0 450.960,0 448.064 453.856 1.186,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 45.132.704 100 451.327,0 451.232,0 448.768 455.520 1.199,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.163.424 100 451.634,0 451.392,0 449.408 455.328 1.268,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.130.144 100 451.301,0 450.992,0 449.216 455.456 1.234,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 72.345.600 100 723.456,0 665.088,0 575.680 888.448 103.744,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 72.221.120 100 722.211,0 664.928,0 574.400 888.064 111.259,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
11,0 67.036.032 100 670.360,0 664.416,0 535.232 887.808 125.613,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 73.464.064 100 734.640,0 665.008,0 561.856 888.192 105.312,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
15,0 45.133.568 100 451.335,0 451.296,0 448.448 454.656 1.266,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.123.648 100 451.236,0 451.104,0 449.184 455.008 1.114,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 45.175.840 100 451.758,0 451.520,0 449.440 455.616 1.276,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 45.139.168 100 451.391,0 451.344,0 449.280 454.880 970,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.103.104 100 451.031,0 451.104,0 448.992 453.984 1.030,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.186.464 100 451.864,0 451.872,0 449.088 454.912 1.084,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 77.991.232 100 779.912,0 885.488,0 663.264 888.416 111.649,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.117.568 100 451.175,0 451.056,0 449.408 454.592 976,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.131.424 100 451.314,0 451.184,0 448.832 455.136 1.312,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 44.551.104 100 445.511,0 445.440,0 443.616 448.352 775,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.111.328 100 451.113,0 450.928,0 449.056 454.496 1.109,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
12,0 45.365.472 100 453.654,0 453.568,0 451.200 457.312 1.217,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 44.488.896 100 444.889,0 444.784,0 443.488 447.232 814,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
17,0 45.095.936 100 450.959,0 450.800,0 448.736 454.560 1.257,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
14,0 78.712.960 100 787.129,0 885.632,0 663.296 888.544 110.615,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
10,0 72.514.112 100 725.141,0 665.120,0 534.432 888.096 119.109,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
18,0 45.132.032 100 451.320,0 451.168,0 449.536 454.016 1.063,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
16,0 45.110.560 100 451.105,0 450.944,0 449.152 454.368 1.188,0 CUDA_KERNEL srad(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float, …
