6,0 33.329.664 100 333.296,0 341.744,0 254.240 343.392 25.757,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 28.852.480 100 288.524,0 256.352,0 254.912 343.136 41.790,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 30.832.032 100 308.320,0 341.168,0 254.208 343.200 42.103,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.177.024 100 341.770,0 341.824,0 340.480 343.136 621,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 32.362.592 100 323.625,0 341.728,0 254.784 343.680 35.164,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 28.239.936 100 282.399,0 255.984,0 254.400 343.136 40.125,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 30.488.896 100 304.889,0 341.200,0 254.400 343.296 42.841,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.193.600 100 341.936,0 341.920,0 340.224 343.488 704,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 29.710.016 100 297.100,0 257.808,0 254.848 342.720 42.955,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 34.196.032 100 341.960,0 341.952,0 340.352 343.552 603,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 30.921.184 100 309.211,0 341.376,0 254.432 343.680 41.970,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 28.820.576 100 288.205,0 256.336,0 222.464 343.424 43.596,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 28.953.248 100 289.532,0 256.512,0 254.976 343.456 42.062,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 29.110.176 100 291.101,0 256.352,0 254.272 342.976 42.532,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 32.640.096 100 326.401,0 341.856,0 254.528 343.680 33.342,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 28.947.680 100 289.476,0 256.352,0 221.184 343.072 45.792,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 30.232.896 100 302.329,0 340.944,0 254.464 343.616 43.153,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 29.452.736 100 294.527,0 256.752,0 254.496 343.424 42.996,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 30.481.504 100 304.815,0 341.184,0 254.496 343.648 42.835,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 28.692.384 100 286.923,0 256.416,0 254.560 343.232 41.483,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 33.063.968 100 330.639,0 341.632,0 254.656 343.552 28.880,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 27.236.576 100 272.365,0 255.696,0 253.952 343.072 34.114,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 30.928.736 100 309.287,0 341.200,0 254.880 343.328 42.010,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 34.108.960 100 341.089,0 341.920,0 259.232 343.296 8.297,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 32.951.968 100 329.519,0 341.696,0 254.496 343.168 30.041,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 33.841.856 100 338.418,0 341.792,0 254.592 343.360 16.616,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 29.650.752 100 296.507,0 340.656,0 221.856 342.976 48.400,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 30.402.080 100 304.020,0 341.248,0 254.496 343.712 42.944,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 29.341.216 100 293.412,0 256.272,0 254.464 343.456 42.890,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.420.480 100 174.204,0 174.224,0 173.184 175.680 546,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.858.528 100 178.585,0 178.576,0 176.960 180.672 788,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 28.015.520 100 280.155,0 256.272,0 221.664 343.200 46.005,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 31.786.528 100 317.865,0 341.680,0 254.656 343.744 38.897,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 30.075.648 100 300.756,0 340.832,0 254.976 343.072 43.147,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 29.020.032 100 290.200,0 256.240,0 254.432 343.136 42.417,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 29.467.776 100 294.677,0 256.560,0 254.720 343.456 42.984,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 29.983.968 100 299.839,0 340.464,0 254.944 343.776 43.158,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 29.265.184 100 292.651,0 256.576,0 221.536 343.392 44.445,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.423.296 100 174.233,0 174.256,0 172.704 176.384 617,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
7,0 17.414.080 100 174.140,0 174.112,0 172.800 175.552 513,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.191.424 100 171.914,0 171.872,0 170.720 173.088 433,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
7,0 20.855.328 100 208.553,0 208.512,0 206.016 211.328 997,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 29.988.320 100 299.883,0 340.976,0 255.072 343.104 43.219,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 30.389.120 100 303.891,0 340.896,0 254.400 342.816 42.957,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 31.621.024 100 316.210,0 341.504,0 255.136 343.680 39.521,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 30.074.400 100 300.744,0 340.928,0 254.656 343.296 43.288,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 27.797.312 100 277.973,0 256.112,0 222.048 343.584 43.253,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 28.624.448 100 286.244,0 256.176,0 223.904 343.872 43.537,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
3,0 22.283.552 100 222.835,0 185.040,0 170.816 343.040 67.647,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 25.546.080 100 255.460,0 255.360,0 254.528 256.864 581,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
3,0 21.560.288 100 215.602,0 188.688,0 179.744 258.880 34.692,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.425.056 100 174.250,0 174.240,0 172.736 175.552 578,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 26.489.088 100 264.890,0 255.872,0 254.496 343.136 26.275,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 20.529.024 100 205.290,0 214.592,0 181.952 225.504 16.441,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.415.008 100 174.150,0 174.144,0 172.928 175.328 531,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
7,0 17.404.352 100 174.043,0 174.048,0 173.024 175.520 486,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
7,0 17.403.744 100 174.037,0 174.000,0 172.864 175.296 526,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
7,0 17.405.504 100 174.055,0 174.016,0 172.928 175.552 574,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
7,0 17.417.600 100 174.176,0 174.192,0 172.800 175.424 542,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
3,0 23.511.712 100 235.117,0 189.952,0 170.944 343.168 71.971,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.956.768 100 249.567,0 239.152,0 171.008 343.840 74.358,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 24.329.792 100 243.297,0 255.456,0 214.208 257.472 17.420,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 26.490.912 100 264.909,0 256.032,0 206.368 343.328 45.467,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 29.368.768 100 293.687,0 256.640,0 254.496 343.392 42.953,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 27.679.360 100 276.793,0 255.920,0 206.528 343.232 49.946,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 27.460.096 100 274.601,0 256.128,0 220.928 343.264 38.774,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 28.594.336 100 285.943,0 256.224,0 254.496 343.136 41.091,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 29.982.208 100 299.822,0 340.720,0 254.816 343.232 43.201,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 28.877.088 100 288.770,0 256.784,0 182.912 343.328 49.281,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 17.655.104 100 176.551,0 174.464,0 171.136 224.640 6.339,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.407.360 100 174.073,0 174.016,0 172.864 176.448 575,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.454.432 100 174.544,0 174.528,0 172.896 176.608 646,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 17.462.976 100 174.629,0 174.528,0 173.024 176.544 783,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
7,0 17.403.040 100 174.030,0 173.984,0 172.608 176.576 615,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 32.732.224 100 327.322,0 341.728,0 254.848 343.392 32.391,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.424.064 100 174.240,0 174.192,0 172.768 176.576 547,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
7,0 25.542.144 100 255.421,0 255.328,0 254.272 256.992 568,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 28.521.952 100 285.219,0 256.336,0 254.688 343.424 40.921,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 34.208.576 100 342.085,0 342.064,0 340.800 343.744 590,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.109.248 100 341.092,0 341.968,0 258.368 343.456 8.384,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 32.639.488 100 326.394,0 341.664,0 254.784 343.904 33.169,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 30.741.984 100 307.419,0 341.216,0 254.688 342.752 42.351,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.410.464 100 174.104,0 174.112,0 172.768 175.936 642,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.437.152 100 174.371,0 174.368,0 172.928 175.840 517,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.457.504 100 174.575,0 174.624,0 172.992 176.128 571,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.424.736 100 174.247,0 174.192,0 172.800 176.256 687,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.449.728 100 174.497,0 174.448,0 173.120 176.000 592,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.453.280 100 174.532,0 174.432,0 173.312 176.288 615,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.435.392 100 174.353,0 174.176,0 173.024 176.832 658,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 27.858.720 100 278.587,0 256.144,0 222.592 343.200 40.398,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 27.744.896 100 277.449,0 256.240,0 221.600 343.360 42.518,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 25.839.232 100 258.392,0 255.456,0 206.880 343.104 48.203,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 28.308.608 100 283.086,0 256.272,0 220.160 343.424 40.633,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 17.450.368 100 174.503,0 174.528,0 173.216 176.192 597,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.437.888 100 174.378,0 174.368,0 172.960 175.840 569,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 17.466.368 100 174.663,0 174.656,0 173.120 176.160 610,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.442.080 100 174.420,0 174.496,0 173.056 176.064 566,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.427.776 100 174.277,0 174.240,0 172.928 176.032 606,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.466.048 100 174.660,0 174.656,0 173.088 176.192 564,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 30.050.368 100 300.503,0 340.704,0 253.952 343.424 43.367,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.429.024 100 174.290,0 174.256,0 172.832 175.840 607,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.428.480 100 174.284,0 174.192,0 172.512 177.120 688,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.207.392 100 172.073,0 172.000,0 171.136 173.440 429,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.421.856 100 174.218,0 174.176,0 173.088 175.776 588,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 17.942.240 100 179.422,0 179.344,0 177.920 182.816 809,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
7,0 17.185.376 100 171.853,0 171.808,0 170.688 173.408 465,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.417.664 100 174.176,0 174.064,0 172.864 176.288 685,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 30.330.976 100 303.309,0 341.200,0 254.688 343.328 43.083,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
4,0 27.907.584 100 279.075,0 256.176,0 210.528 343.552 45.891,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
7,0 17.438.624 100 174.386,0 174.368,0 172.992 175.872 587,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.434.624 100 174.346,0 174.272,0 173.056 176.000 610,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 17.188.224 100 171.882,0 171.936,0 171.008 172.928 411,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
