5,0 25.415.424 100 254.154,0 223.184,0 181.792 346.496 67.333,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 27.285.344 100 272.853,0 229.104,0 183.200 346.560 63.327,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.612.704 100 256.127,0 224.352,0 181.440 345.856 64.469,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 26.718.848 100 267.188,0 225.760,0 203.488 345.920 65.920,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 29.993.568 100 299.935,0 262.048,0 255.008 346.144 43.799,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 28.163.040 100 281.630,0 232.336,0 220.672 346.752 59.877,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.208.416 100 342.084,0 344.160,0 233.856 346.016 15.497,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 21.052.448 100 210.524,0 185.440,0 182.496 257.504 34.610,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 26.437.824 100 264.378,0 226.864,0 181.280 345.504 65.773,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 23.562.208 100 235.622,0 222.320,0 181.344 345.536 60.652,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 25.835.584 100 258.355,0 224.112,0 205.888 346.016 59.752,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.215.808 100 252.158,0 223.888,0 182.336 346.816 65.706,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.272.736 100 242.727,0 256.096,0 181.216 345.280 61.625,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.807.744 100 248.077,0 223.616,0 182.592 345.920 65.159,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.582.848 100 255.828,0 224.048,0 182.016 347.328 61.042,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.385.696 100 243.857,0 255.888,0 181.248 346.240 61.937,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 27.571.840 100 275.718,0 257.360,0 181.792 345.920 63.794,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 29.413.792 100 294.137,0 261.472,0 222.656 346.656 46.552,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 23.770.272 100 237.702,0 223.424,0 182.432 345.280 59.645,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.448.064 100 344.480,0 344.336,0 342.304 346.848 854,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 26.875.232 100 268.752,0 256.688,0 183.072 345.824 58.762,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.518.688 100 245.186,0 256.128,0 183.040 345.056 58.079,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.465.216 100 344.652,0 344.672,0 342.592 346.656 836,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.382.464 100 243.824,0 222.448,0 181.248 345.568 63.875,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.195.456 100 251.954,0 223.808,0 182.336 346.464 66.670,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 23.536.160 100 235.361,0 222.112,0 181.152 345.696 60.755,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 29.581.696 100 295.817,0 343.392,0 220.608 346.496 58.716,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 29.786.944 100 297.869,0 343.424,0 220.256 346.176 58.173,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 27.796.160 100 277.961,0 229.744,0 219.168 344.736 59.533,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 27.630.464 100 276.304,0 230.816,0 184.224 345.984 65.513,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 29.660.800 100 296.608,0 343.808,0 205.792 346.208 59.271,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 28.073.024 100 280.730,0 231.776,0 221.440 346.944 59.835,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 30.119.456 100 301.194,0 343.328,0 220.544 347.104 57.594,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 28.165.376 100 281.653,0 231.840,0 220.896 345.504 59.709,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 31.638.528 100 316.385,0 343.728,0 219.936 346.816 50.088,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.461.600 100 344.616,0 344.544,0 342.272 347.296 1.096,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.376.768 100 343.767,0 343.776,0 342.112 346.464 874,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 27.029.664 100 270.296,0 226.736,0 182.144 344.160 66.272,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.422.656 100 344.226,0 344.272,0 341.984 346.432 848,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.581.728 100 255.817,0 225.328,0 182.464 344.480 66.228,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.205.504 100 242.055,0 224.000,0 182.368 344.896 62.850,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 31.853.344 100 318.533,0 344.096,0 221.152 347.072 49.081,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.402.176 100 344.021,0 344.064,0 341.952 346.368 958,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 31.762.656 100 317.626,0 343.712,0 222.176 346.080 48.860,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 30.416.800 100 304.168,0 344.192,0 221.792 347.520 56.794,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 29.035.040 100 290.350,0 343.056,0 219.712 347.040 59.592,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 30.295.136 100 302.951,0 343.664,0 221.888 347.360 56.908,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 30.789.792 100 307.897,0 343.952,0 222.176 346.848 54.848,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.374.784 100 343.747,0 343.664,0 341.888 346.144 860,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.818.976 100 258.189,0 224.656,0 182.560 345.600 66.474,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.721.792 100 247.217,0 222.992,0 205.760 345.696 55.293,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 26.521.344 100 265.213,0 225.712,0 202.240 346.400 57.337,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 26.187.776 100 261.877,0 224.016,0 208.128 347.008 58.517,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.994.048 100 249.940,0 216.640,0 212.128 345.536 56.286,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.498.208 100 244.982,0 223.840,0 179.328 345.664 57.884,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 32.098.656 100 320.986,0 343.568,0 220.928 345.536 46.164,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 26.818.208 100 268.182,0 225.248,0 208.224 345.600 59.908,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.015.392 100 250.153,0 223.792,0 181.664 347.296 66.144,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.394.752 100 253.947,0 223.712,0 183.040 345.472 55.991,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 31.582.240 100 315.822,0 344.016,0 220.992 345.952 50.823,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.351.840 100 343.518,0 343.456,0 341.024 345.600 867,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 28.405.856 100 284.058,0 256.848,0 183.552 345.632 48.222,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 28.833.472 100 288.334,0 342.288,0 221.024 346.464 59.453,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.378.400 100 343.784,0 343.648,0 341.856 345.792 888,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.377.728 100 253.777,0 224.448,0 183.296 346.656 54.553,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 29.551.360 100 295.513,0 343.328,0 221.056 346.432 58.873,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.453.568 100 344.535,0 344.512,0 342.528 347.200 945,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 29.832.864 100 298.328,0 341.888,0 221.696 345.248 52.958,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 30.644.672 100 306.446,0 343.728,0 222.048 346.208 55.416,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.261.792 100 242.617,0 224.048,0 182.656 346.112 61.455,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 33.579.904 100 335.799,0 343.632,0 227.328 346.976 29.350,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 33.125.504 100 331.255,0 343.616,0 222.528 347.104 35.662,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.734.432 100 257.344,0 224.256,0 207.136 346.016 54.168,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 29.850.880 100 298.508,0 262.336,0 255.648 345.632 43.196,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.076.672 100 250.766,0 224.752,0 182.784 345.152 56.530,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.450.880 100 344.508,0 344.448,0 342.720 346.304 797,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 26.931.264 100 269.312,0 225.776,0 182.912 347.168 61.067,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 30.772.416 100 307.724,0 343.600,0 220.384 345.984 54.525,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 27.597.728 100 275.977,0 231.648,0 180.000 346.720 65.515,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 32.420.704 100 324.207,0 344.416,0 222.432 346.912 44.198,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 23.170.688 100 231.706,0 222.624,0 181.664 346.688 57.872,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 27.760.800 100 277.608,0 229.104,0 221.376 346.688 59.640,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.493.824 100 254.938,0 224.336,0 182.976 346.144 61.491,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.462.048 100 344.620,0 344.560,0 342.720 346.688 835,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 27.018.944 100 270.189,0 231.232,0 183.392 345.952 68.372,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 30.541.536 100 305.415,0 342.752,0 181.792 344.576 48.982,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 26.970.304 100 269.703,0 225.408,0 211.008 345.472 58.441,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 29.357.216 100 293.572,0 343.024,0 219.904 345.312 59.405,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 26.452.352 100 264.523,0 226.736,0 183.488 344.384 66.107,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 23.745.696 100 237.457,0 223.312,0 181.728 345.920 61.590,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 27.484.960 100 274.849,0 227.712,0 219.232 344.672 59.539,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 30.085.440 100 300.854,0 342.944,0 220.032 346.048 57.392,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 26.407.296 100 264.073,0 225.168,0 183.552 346.400 67.602,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 28.726.048 100 287.260,0 342.304,0 220.352 346.912 59.923,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.617.696 100 246.177,0 223.584,0 182.432 347.264 63.189,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 30.628.864 100 306.288,0 343.952,0 220.096 346.528 56.051,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 26.871.040 100 268.710,0 228.080,0 180.992 346.400 66.647,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.117.088 100 251.170,0 223.568,0 179.712 344.960 62.945,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.978.496 100 259.785,0 224.656,0 206.848 346.336 58.729,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.453.056 100 344.530,0 344.592,0 342.592 346.464 805,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 26.900.448 100 269.004,0 228.064,0 181.632 346.048 65.996,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 26.526.976 100 265.269,0 224.688,0 205.472 346.368 57.644,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.034.656 100 250.346,0 224.480,0 181.632 346.464 65.503,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.192.128 100 241.921,0 223.504,0 181.856 345.408 63.273,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.820.096 100 258.201,0 225.232,0 182.240 346.176 65.371,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.375.648 100 253.756,0 224.560,0 182.112 346.752 66.391,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 30.797.536 100 307.975,0 343.744,0 220.384 346.176 54.661,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 29.790.912 100 297.909,0 342.912,0 221.120 347.680 57.857,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 28.033.728 100 280.337,0 230.208,0 221.184 346.400 59.425,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.687.680 100 256.876,0 224.768,0 182.624 345.920 66.658,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.963.712 100 249.637,0 224.656,0 179.392 346.976 61.997,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 33.171.424 100 331.714,0 344.240,0 223.648 346.624 36.228,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 28.679.776 100 286.797,0 342.816,0 205.728 347.008 61.933,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 33.418.720 100 334.187,0 344.256,0 225.536 346.496 32.523,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 29.179.520 100 291.795,0 342.112,0 220.672 345.888 58.838,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.446.144 100 344.461,0 344.432,0 341.760 347.104 820,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.422.784 100 344.227,0 344.080,0 342.304 346.656 881,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 31.230.784 100 312.307,0 344.064,0 221.312 346.368 53.106,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.890.048 100 258.900,0 224.672,0 181.984 347.072 66.802,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.315.968 100 343.159,0 343.264,0 341.024 344.704 745,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.992.288 100 249.922,0 224.336,0 182.560 345.472 65.425,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.383.264 100 343.832,0 343.856,0 342.336 345.216 682,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.123.296 100 251.233,0 222.912,0 205.856 346.144 57.392,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 28.507.808 100 285.078,0 340.880,0 221.024 345.280 59.732,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 30.407.456 100 304.074,0 344.016,0 220.640 347.168 56.866,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.220.704 100 242.207,0 223.440,0 182.464 347.296 63.513,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.093.440 100 250.934,0 223.328,0 181.792 345.984 56.697,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 24.818.560 100 248.185,0 223.376,0 182.144 345.984 57.566,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 28.435.264 100 284.352,0 290.688,0 219.008 346.144 60.333,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 28.137.376 100 281.373,0 230.112,0 207.520 345.248 60.202,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 34.460.000 100 344.600,0 344.688,0 342.144 346.496 927,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 20.440.960 100 204.409,0 204.224,0 202.144 213.632 1.370,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 29.327.296 100 293.273,0 343.280,0 220.704 346.752 59.148,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.102.336 100 251.023,0 223.904,0 210.656 346.080 52.875,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 27.960.384 100 279.603,0 230.240,0 220.448 345.824 59.433,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 31.927.744 100 319.277,0 343.968,0 213.888 346.496 50.228,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 25.079.264 100 250.792,0 223.504,0 181.696 345.568 60.134,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
5,0 27.425.984 100 274.259,0 228.288,0 206.208 345.152 60.502,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 28.685.152 100 286.851,0 342.688,0 221.088 346.720 60.338,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 26.710.784 100 267.107,0 226.048,0 220.544 346.368 57.247,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
6,0 33.231.360 100 332.313,0 343.872,0 221.632 345.760 34.743,0 CUDA_KERNEL srad2(float, int, int, long, int *, int *, int *, int *, float *, float *, float *, float *, float …
