13,0 2.910.432 1 2.910.432,0 2.910.432,0 2.910.432 2.910.432 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.879.392 1 3.879.392,0 3.879.392,0 3.879.392 3.879.392 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 7.309.312 1 7.309.312,0 7.309.312,0 7.309.312 7.309.312 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
18,0 4.827.104 1 4.827.104,0 4.827.104,0 4.827.104 4.827.104 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.875.200 1 3.875.200,0 3.875.200,0 3.875.200 3.875.200 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.910.592 1 3.910.592,0 3.910.592,0 3.910.592 3.910.592 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.895.712 1 3.895.712,0 3.895.712,0 3.895.712 3.895.712 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
21,0 6.724.288 1 6.724.288,0 6.724.288,0 6.724.288 6.724.288 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
14,0 3.807.168 1 3.807.168,0 3.807.168,0 3.807.168 3.807.168 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
13,0 2.896.320 1 2.896.320,0 2.896.320,0 2.896.320 2.896.320 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
14,0 4.986.304 1 4.986.304,0 4.986.304,0 4.986.304 4.986.304 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 2.903.232 1 2.903.232,0 2.903.232,0 2.903.232 2.903.232 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
14,0 4.267.200 1 4.267.200,0 4.267.200,0 4.267.200 4.267.200 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
15,0 4.259.392 1 4.259.392,0 4.259.392,0 4.259.392 4.259.392 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 2.444.160 1 2.444.160,0 2.444.160,0 2.444.160 2.444.160 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
13,0 2.929.632 1 2.929.632,0 2.929.632,0 2.929.632 2.929.632 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.880.928 1 3.880.928,0 3.880.928,0 3.880.928 3.880.928 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 2.899.328 1 2.899.328,0 2.899.328,0 2.899.328 2.899.328 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
13,0 2.939.584 1 2.939.584,0 2.939.584,0 2.939.584 2.939.584 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.862.208 1 3.862.208,0 3.862.208,0 3.862.208 3.862.208 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.892.736 1 3.892.736,0 3.892.736,0 3.892.736 3.892.736 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.861.504 1 3.861.504,0 3.861.504,0 3.861.504 3.861.504 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.912.448 1 3.912.448,0 3.912.448,0 3.912.448 3.912.448 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.906.368 1 3.906.368,0 3.906.368,0 3.906.368 3.906.368 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.867.328 1 3.867.328,0 3.867.328,0 3.867.328 3.867.328 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.858.016 1 3.858.016,0 3.858.016,0 3.858.016 3.858.016 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.863.968 1 3.863.968,0 3.863.968,0 3.863.968 3.863.968 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.890.944 1 3.890.944,0 3.890.944,0 3.890.944 3.890.944 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.918.560 1 3.918.560,0 3.918.560,0 3.918.560 3.918.560 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.911.328 1 3.911.328,0 3.911.328,0 3.911.328 3.911.328 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.900.000 1 3.900.000,0 3.900.000,0 3.900.000 3.900.000 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.898.880 1 3.898.880,0 3.898.880,0 3.898.880 3.898.880 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.882.624 1 3.882.624,0 3.882.624,0 3.882.624 3.882.624 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.883.360 1 3.883.360,0 3.883.360,0 3.883.360 3.883.360 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.856.064 1 3.856.064,0 3.856.064,0 3.856.064 3.856.064 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.876.736 1 3.876.736,0 3.876.736,0 3.876.736 3.876.736 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.859.872 1 3.859.872,0 3.859.872,0 3.859.872 3.859.872 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.924.544 1 3.924.544,0 3.924.544,0 3.924.544 3.924.544 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.845.792 1 3.845.792,0 3.845.792,0 3.845.792 3.845.792 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.884.960 1 3.884.960,0 3.884.960,0 3.884.960 3.884.960 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.855.392 1 3.855.392,0 3.855.392,0 3.855.392 3.855.392 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.863.296 1 3.863.296,0 3.863.296,0 3.863.296 3.863.296 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.871.648 1 3.871.648,0 3.871.648,0 3.871.648 3.871.648 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.884.736 1 3.884.736,0 3.884.736,0 3.884.736 3.884.736 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.898.016 1 3.898.016,0 3.898.016,0 3.898.016 3.898.016 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.869.472 1 3.869.472,0 3.869.472,0 3.869.472 3.869.472 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.874.080 1 3.874.080,0 3.874.080,0 3.874.080 3.874.080 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.895.360 1 3.895.360,0 3.895.360,0 3.895.360 3.895.360 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.882.720 1 3.882.720,0 3.882.720,0 3.882.720 3.882.720 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.881.440 1 3.881.440,0 3.881.440,0 3.881.440 3.881.440 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.864.512 1 3.864.512,0 3.864.512,0 3.864.512 3.864.512 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
13,0 3.887.968 1 3.887.968,0 3.887.968,0 3.887.968 3.887.968 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.875.520 1 3.875.520,0 3.875.520,0 3.875.520 3.875.520 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.901.664 1 3.901.664,0 3.901.664,0 3.901.664 3.901.664 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.855.296 1 3.855.296,0 3.855.296,0 3.855.296 3.855.296 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.846.656 1 3.846.656,0 3.846.656,0 3.846.656 3.846.656 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.864.992 1 3.864.992,0 3.864.992,0 3.864.992 3.864.992 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.873.824 1 3.873.824,0 3.873.824,0 3.873.824 3.873.824 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.872.160 1 3.872.160,0 3.872.160,0 3.872.160 3.872.160 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.875.520 1 3.875.520,0 3.875.520,0 3.875.520 3.875.520 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.923.872 1 3.923.872,0 3.923.872,0 3.923.872 3.923.872 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.897.568 1 3.897.568,0 3.897.568,0 3.897.568 3.897.568 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.861.408 1 3.861.408,0 3.861.408,0 3.861.408 3.861.408 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.914.848 1 3.914.848,0 3.914.848,0 3.914.848 3.914.848 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.889.024 1 3.889.024,0 3.889.024,0 3.889.024 3.889.024 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.888.224 1 3.888.224,0 3.888.224,0 3.888.224 3.888.224 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.869.632 1 3.869.632,0 3.869.632,0 3.869.632 3.869.632 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.861.152 1 3.861.152,0 3.861.152,0 3.861.152 3.861.152 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.885.280 1 3.885.280,0 3.885.280,0 3.885.280 3.885.280 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.858.528 1 3.858.528,0 3.858.528,0 3.858.528 3.858.528 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.894.592 1 3.894.592,0 3.894.592,0 3.894.592 3.894.592 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.884.768 1 3.884.768,0 3.884.768,0 3.884.768 3.884.768 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.875.648 1 3.875.648,0 3.875.648,0 3.875.648 3.875.648 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.875.296 1 3.875.296,0 3.875.296,0 3.875.296 3.875.296 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.870.784 1 3.870.784,0 3.870.784,0 3.870.784 3.870.784 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.860.992 1 3.860.992,0 3.860.992,0 3.860.992 3.860.992 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.871.776 1 3.871.776,0 3.871.776,0 3.871.776 3.871.776 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.857.376 1 3.857.376,0 3.857.376,0 3.857.376 3.857.376 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.858.784 1 3.858.784,0 3.858.784,0 3.858.784 3.858.784 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.869.696 1 3.869.696,0 3.869.696,0 3.869.696 3.869.696 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.845.056 1 3.845.056,0 3.845.056,0 3.845.056 3.845.056 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.892.320 1 3.892.320,0 3.892.320,0 3.892.320 3.892.320 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.903.584 1 3.903.584,0 3.903.584,0 3.903.584 3.903.584 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.908.928 1 3.908.928,0 3.908.928,0 3.908.928 3.908.928 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.900.384 1 3.900.384,0 3.900.384,0 3.900.384 3.900.384 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.851.200 1 3.851.200,0 3.851.200,0 3.851.200 3.851.200 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.861.792 1 3.861.792,0 3.861.792,0 3.861.792 3.861.792 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.880.768 1 3.880.768,0 3.880.768,0 3.880.768 3.880.768 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.904.832 1 3.904.832,0 3.904.832,0 3.904.832 3.904.832 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.872.640 1 3.872.640,0 3.872.640,0 3.872.640 3.872.640 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.899.072 1 3.899.072,0 3.899.072,0 3.899.072 3.899.072 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.854.752 1 3.854.752,0 3.854.752,0 3.854.752 3.854.752 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.886.880 1 3.886.880,0 3.886.880,0 3.886.880 3.886.880 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.886.368 1 3.886.368,0 3.886.368,0 3.886.368 3.886.368 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.886.944 1 3.886.944,0 3.886.944,0 3.886.944 3.886.944 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.895.296 1 3.895.296,0 3.895.296,0 3.895.296 3.895.296 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.859.136 1 3.859.136,0 3.859.136,0 3.859.136 3.859.136 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.902.912 1 3.902.912,0 3.902.912,0 3.902.912 3.902.912 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.886.656 1 3.886.656,0 3.886.656,0 3.886.656 3.886.656 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.839.200 1 3.839.200,0 3.839.200,0 3.839.200 3.839.200 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.893.856 1 3.893.856,0 3.893.856,0 3.893.856 3.893.856 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.868.384 1 3.868.384,0 3.868.384,0 3.868.384 3.868.384 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.800.320 1 3.800.320,0 3.800.320,0 3.800.320 3.800.320 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.911.616 1 3.911.616,0 3.911.616,0 3.911.616 3.911.616 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.907.488 1 3.907.488,0 3.907.488,0 3.907.488 3.907.488 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.876.800 1 3.876.800,0 3.876.800,0 3.876.800 3.876.800 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.875.104 1 3.875.104,0 3.875.104,0 3.875.104 3.875.104 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.883.712 1 3.883.712,0 3.883.712,0 3.883.712 3.883.712 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.895.680 1 3.895.680,0 3.895.680,0 3.895.680 3.895.680 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.887.648 1 3.887.648,0 3.887.648,0 3.887.648 3.887.648 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.908.736 1 3.908.736,0 3.908.736,0 3.908.736 3.908.736 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.885.696 1 3.885.696,0 3.885.696,0 3.885.696 3.885.696 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.863.040 1 3.863.040,0 3.863.040,0 3.863.040 3.863.040 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.875.808 1 3.875.808,0 3.875.808,0 3.875.808 3.875.808 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.886.496 1 3.886.496,0 3.886.496,0 3.886.496 3.886.496 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.859.616 1 3.859.616,0 3.859.616,0 3.859.616 3.859.616 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.885.952 1 3.885.952,0 3.885.952,0 3.885.952 3.885.952 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.858.592 1 3.858.592,0 3.858.592,0 3.858.592 3.858.592 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.891.168 1 3.891.168,0 3.891.168,0 3.891.168 3.891.168 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.876.032 1 3.876.032,0 3.876.032,0 3.876.032 3.876.032 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.884.640 1 3.884.640,0 3.884.640,0 3.884.640 3.884.640 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.886.112 1 3.886.112,0 3.886.112,0 3.886.112 3.886.112 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.866.784 1 3.866.784,0 3.866.784,0 3.866.784 3.866.784 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.873.696 1 3.873.696,0 3.873.696,0 3.873.696 3.873.696 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.867.680 1 3.867.680,0 3.867.680,0 3.867.680 3.867.680 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.909.920 1 3.909.920,0 3.909.920,0 3.909.920 3.909.920 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.883.296 1 3.883.296,0 3.883.296,0 3.883.296 3.883.296 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.873.760 1 3.873.760,0 3.873.760,0 3.873.760 3.873.760 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.849.984 1 3.849.984,0 3.849.984,0 3.849.984 3.849.984 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
11,0 3.883.168 1 3.883.168,0 3.883.168,0 3.883.168 3.883.168 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
12,0 3.895.584 1 3.895.584,0 3.895.584,0 3.895.584 3.895.584 0,0 CUDA_KERNEL bpnn_adjust_weights_cuda(float *, int, float *, int, float *, float *)
