2,0 549.440 1 549.440,0 549.440,0 549.440 549.440 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 757.536 1 757.536,0 757.536,0 757.536 757.536 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
1,0 547.808 1 547.808,0 547.808,0 547.808 547.808 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
1,0 488.928 1 488.928,0 488.928,0 488.928 488.928 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 538.944 1 538.944,0 538.944,0 538.944 538.944 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
1,0 549.760 1 549.760,0 549.760,0 549.760 549.760 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 549.216 1 549.216,0 549.216,0 549.216 549.216 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
1,0 543.488 1 543.488,0 543.488,0 543.488 543.488 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
1,0 458.560 1 458.560,0 458.560,0 458.560 458.560 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 471.200 1 471.200,0 471.200,0 471.200 471.200 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 544.064 1 544.064,0 544.064,0 544.064 544.064 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 723.808 1 723.808,0 723.808,0 723.808 723.808 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 544.928 1 544.928,0 544.928,0 544.928 544.928 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 550.848 1 550.848,0 550.848,0 550.848 550.848 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 760.000 1 760.000,0 760.000,0 760.000 760.000 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 759.616 1 759.616,0 759.616,0 759.616 759.616 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 771.776 1 771.776,0 771.776,0 771.776 771.776 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 767.936 1 767.936,0 767.936,0 767.936 767.936 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 751.872 1 751.872,0 751.872,0 751.872 751.872 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 753.088 1 753.088,0 753.088,0 753.088 753.088 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 746.528 1 746.528,0 746.528,0 746.528 746.528 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 771.296 1 771.296,0 771.296,0 771.296 771.296 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 743.712 1 743.712,0 743.712,0 743.712 743.712 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 740.800 1 740.800,0 740.800,0 740.800 740.800 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 752.608 1 752.608,0 752.608,0 752.608 752.608 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 768.672 1 768.672,0 768.672,0 768.672 768.672 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 746.848 1 746.848,0 746.848,0 746.848 746.848 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 767.712 1 767.712,0 767.712,0 767.712 767.712 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 771.360 1 771.360,0 771.360,0 771.360 771.360 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 759.008 1 759.008,0 759.008,0 759.008 759.008 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 741.760 1 741.760,0 741.760,0 741.760 741.760 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 743.520 1 743.520,0 743.520,0 743.520 743.520 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 761.216 1 761.216,0 761.216,0 761.216 761.216 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 725.536 1 725.536,0 725.536,0 725.536 725.536 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 769.760 1 769.760,0 769.760,0 769.760 769.760 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 753.184 1 753.184,0 753.184,0 753.184 753.184 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 756.640 1 756.640,0 756.640,0 756.640 756.640 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 771.008 1 771.008,0 771.008,0 771.008 771.008 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 771.072 1 771.072,0 771.072,0 771.072 771.072 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 762.208 1 762.208,0 762.208,0 762.208 762.208 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 772.224 1 772.224,0 772.224,0 772.224 772.224 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 766.688 1 766.688,0 766.688,0 766.688 766.688 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 741.760 1 741.760,0 741.760,0 741.760 741.760 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 754.016 1 754.016,0 754.016,0 754.016 754.016 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 741.888 1 741.888,0 741.888,0 741.888 741.888 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 769.408 1 769.408,0 769.408,0 769.408 769.408 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 760.032 1 760.032,0 760.032,0 760.032 760.032 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 768.928 1 768.928,0 768.928,0 768.928 768.928 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 767.712 1 767.712,0 767.712,0 767.712 767.712 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 769.696 1 769.696,0 769.696,0 769.696 769.696 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 749.760 1 749.760,0 749.760,0 749.760 749.760 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 755.424 1 755.424,0 755.424,0 755.424 755.424 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 733.120 1 733.120,0 733.120,0 733.120 733.120 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 765.088 1 765.088,0 765.088,0 765.088 765.088 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 759.712 1 759.712,0 759.712,0 759.712 759.712 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 767.168 1 767.168,0 767.168,0 767.168 767.168 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 761.088 1 761.088,0 761.088,0 761.088 761.088 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 749.376 1 749.376,0 749.376,0 749.376 749.376 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 750.720 1 750.720,0 750.720,0 750.720 750.720 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 742.400 1 742.400,0 742.400,0 742.400 742.400 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 769.824 1 769.824,0 769.824,0 769.824 769.824 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 754.976 1 754.976,0 754.976,0 754.976 754.976 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 763.008 1 763.008,0 763.008,0 763.008 763.008 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 760.512 1 760.512,0 760.512,0 760.512 760.512 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 754.688 1 754.688,0 754.688,0 754.688 754.688 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 766.784 1 766.784,0 766.784,0 766.784 766.784 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 760.896 1 760.896,0 760.896,0 760.896 760.896 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 768.512 1 768.512,0 768.512,0 768.512 768.512 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 762.688 1 762.688,0 762.688,0 762.688 762.688 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 746.880 1 746.880,0 746.880,0 746.880 746.880 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 770.432 1 770.432,0 770.432,0 770.432 770.432 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 729.312 1 729.312,0 729.312,0 729.312 729.312 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 744.864 1 744.864,0 744.864,0 744.864 744.864 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 761.856 1 761.856,0 761.856,0 761.856 761.856 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 761.824 1 761.824,0 761.824,0 761.824 761.824 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 762.336 1 762.336,0 762.336,0 762.336 762.336 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 730.112 1 730.112,0 730.112,0 730.112 730.112 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 729.600 1 729.600,0 729.600,0 729.600 729.600 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 765.888 1 765.888,0 765.888,0 765.888 765.888 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 758.272 1 758.272,0 758.272,0 758.272 758.272 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 758.048 1 758.048,0 758.048,0 758.048 758.048 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 770.528 1 770.528,0 770.528,0 770.528 770.528 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 763.264 1 763.264,0 763.264,0 763.264 763.264 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 763.776 1 763.776,0 763.776,0 763.776 763.776 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 768.672 1 768.672,0 768.672,0 768.672 768.672 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 764.192 1 764.192,0 764.192,0 764.192 764.192 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 755.424 1 755.424,0 755.424,0 755.424 755.424 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 771.552 1 771.552,0 771.552,0 771.552 771.552 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 766.208 1 766.208,0 766.208,0 766.208 766.208 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 735.680 1 735.680,0 735.680,0 735.680 735.680 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 759.424 1 759.424,0 759.424,0 759.424 759.424 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 743.008 1 743.008,0 743.008,0 743.008 743.008 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 768.448 1 768.448,0 768.448,0 768.448 768.448 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 767.776 1 767.776,0 767.776,0 767.776 767.776 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 767.296 1 767.296,0 767.296,0 767.296 767.296 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 763.808 1 763.808,0 763.808,0 763.808 763.808 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 759.328 1 759.328,0 759.328,0 759.328 759.328 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 741.120 1 741.120,0 741.120,0 741.120 741.120 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 758.240 1 758.240,0 758.240,0 758.240 758.240 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 767.904 1 767.904,0 767.904,0 767.904 767.904 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 737.152 1 737.152,0 737.152,0 737.152 737.152 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 766.496 1 766.496,0 766.496,0 766.496 766.496 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 769.344 1 769.344,0 769.344,0 769.344 769.344 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 764.320 1 764.320,0 764.320,0 764.320 764.320 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 750.368 1 750.368,0 750.368,0 750.368 750.368 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 746.560 1 746.560,0 746.560,0 746.560 746.560 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 736.576 1 736.576,0 736.576,0 736.576 736.576 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 757.024 1 757.024,0 757.024,0 757.024 757.024 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 760.768 1 760.768,0 760.768,0 760.768 760.768 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 753.920 1 753.920,0 753.920,0 753.920 753.920 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 750.432 1 750.432,0 750.432,0 750.432 750.432 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 769.792 1 769.792,0 769.792,0 769.792 769.792 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 708.320 1 708.320,0 708.320,0 708.320 708.320 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 765.792 1 765.792,0 765.792,0 765.792 765.792 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 766.272 1 766.272,0 766.272,0 766.272 766.272 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 757.312 1 757.312,0 757.312,0 757.312 757.312 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 762.784 1 762.784,0 762.784,0 762.784 762.784 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 735.552 1 735.552,0 735.552,0 735.552 735.552 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 768.800 1 768.800,0 768.800,0 768.800 768.800 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 762.656 1 762.656,0 762.656,0 762.656 762.656 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 744.096 1 744.096,0 744.096,0 744.096 744.096 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 749.120 1 749.120,0 749.120,0 749.120 749.120 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 760.224 1 760.224,0 760.224,0 760.224 760.224 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 750.976 1 750.976,0 750.976,0 750.976 750.976 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 765.280 1 765.280,0 765.280,0 765.280 765.280 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 758.592 1 758.592,0 758.592,0 758.592 758.592 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 743.136 1 743.136,0 743.136,0 743.136 743.136 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 746.496 1 746.496,0 746.496,0 746.496 746.496 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 749.600 1 749.600,0 749.600,0 749.600 749.600 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 766.528 1 766.528,0 766.528,0 766.528 766.528 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 768.288 1 768.288,0 768.288,0 768.288 768.288 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 762.848 1 762.848,0 762.848,0 762.848 762.848 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 765.728 1 765.728,0 765.728,0 765.728 765.728 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 771.488 1 771.488,0 771.488,0 771.488 771.488 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 734.656 1 734.656,0 734.656,0 734.656 734.656 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 755.104 1 755.104,0 755.104,0 755.104 755.104 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 762.336 1 762.336,0 762.336,0 762.336 762.336 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 771.136 1 771.136,0 771.136,0 771.136 771.136 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 769.184 1 769.184,0 769.184,0 769.184 769.184 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 735.232 1 735.232,0 735.232,0 735.232 735.232 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 761.984 1 761.984,0 761.984,0 761.984 761.984 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 736.448 1 736.448,0 736.448,0 736.448 736.448 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 758.144 1 758.144,0 758.144,0 758.144 758.144 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 767.648 1 767.648,0 767.648,0 767.648 767.648 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 719.424 1 719.424,0 719.424,0 719.424 719.424 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 766.432 1 766.432,0 766.432,0 766.432 766.432 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 765.856 1 765.856,0 765.856,0 765.856 765.856 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 726.496 1 726.496,0 726.496,0 726.496 726.496 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 768.160 1 768.160,0 768.160,0 768.160 768.160 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
2,0 746.016 1 746.016,0 746.016,0 746.016 746.016 0,0 CUDA_KERNEL bpnn_layerforward_CUDA(float *, float *, float *, float *, int, int)
